No.,"INVOICE NUMBER","DO NUMBER",IMEI,"STORE TRANFER ( IN )","STORE TRANFER ( OUT )","DISTRIBUTOR / WAREHOUSE ( IN )","DISTRIBUTOR / WAREHOUSE ( OUT )",WAREHOUSE,REMARK,"CREATED BY",TIME
4955,IN671126-00110,DO671204-00010,866227066210677,"XYB - Lai mobile","XYB - Vanh mobile ໄຊຍະບູລີ","XYB - Lai mobile","XYB - Vanh mobile","Kerry-Siam (Xaiyabouli)",202412041443000400546,Admin,"2024-12-04 14:12:32"
4956,IN670804-00049,DO671204-00011,868800075580575,"XKH - A liu mobile3 ໜອງແຮດ","XKH - Douang mobile1 ໂພນສະຫວັນໄຊ","XKH - A liu mobile3 NongHasd","XKH - Douang mobile1 Phosavanh","Kerry-A Hua (Xiengkhuang)",202412041506000443182,Admin,"2024-12-04 14:12:18"
4957,IN671130-00113,DO671204-00012,866227066202633,"SLV - ASHANE","SLV - ASHANE","SLV - ASHANE","SLV - ASHANE","Kerry-ABO (Salavan)",202412041539000268260,Admin,"2024-12-04 14:12:26"
4958,IN671130-00113,DO671204-00013,866227066197031,"SLV - ASHANE","SLV - ASHANE","SLV - ASHANE","SLV - ASHANE","Kerry-ABO (Salavan)",202412041539000268260,Admin,"2024-12-04 14:12:26"
4959,IN671130-00113,DO671204-00014,866227066202575,"SLV - ASHANE","SLV - ASHANE","SLV - ASHANE","SLV - ASHANE","Kerry-ABO (Salavan)",202412041539000268260,Admin,"2024-12-04 14:12:26"
4960,IN670522-00132,DO671204-00015,862780063844975,"SVK - LTH","VT2 - LTH Dongpalan","SVK - Mango Phone",,"Kerry-INEW (Vientiane)","N518 Approval No.：202412041628000043698",Admin,"2024-12-04 17:12:25"
4961,IN670522-00132,DO671204-00016,862780063601276,"SVK - LTH","VT2 - LTH Dongpalan","SVK - Mango Phone",,"Kerry-INEW (Vientiane)","N518 Approval No.：202412041628000043698",Admin,"2024-12-04 17:12:25"
4962,IN670522-00132,DO671204-00017,867993074623156,"SVK - LTH","VT2 - LTH Dongpalan","SVK - Mango Phone",,"Kerry-INEW (Vientiane)","N518 Approval No.：202412041628000043698",Admin,"2024-12-04 17:12:25"
4963,IN671126-00022,DO671204-00018,866227066196819,"CPS - Jk Center","CPS - 24k MB","CPS - Jk mobile3 Agent Shop","CPS - 24k","Kerry-JK (Pakse)","N2810 Approval No.：202412041703000224604",Admin,"2024-12-04 17:12:07"
4964,IN670906-00051,DO671204-00019,862287067891010,"LNT - SP mobile","LNT - KK Mobile","LNT - SP mobile","LNT - KK Mobile","Kerry-A Yao (Loungnamtha)","N390 Approval No.：202412041222000339584",Admin,"2024-12-04 17:12:53"
4965,IN670906-00051,DO671204-00020,863929074150133,"LNT - SP mobile","LNT - KK Mobile","LNT - SP mobile","LNT - KK Mobile","Kerry-A Yao (Loungnamtha)","N390 Approval No.：202412041222000339584",Admin,"2024-12-04 17:12:53"
4966,IN670723-00135,DO671204-00021,868800075299051,"LNT - SP mobile","LNT - KK Mobile","LNT - SP mobile","LNT - KK Mobile","Kerry-A Yao (Loungnamtha)","N390 Approval No.：202412041236000471232",Admin,"2024-12-04 17:12:28"
4967,IN670730-00025,DO671205-00001,869029074715292,"ODX - HL mobile","ODX - Ayang mobile","ODX - HL mobile","ODX - Ayang mobile","Kerry-A BAO (Oudomxai)","N145 Approval No.：202412041310000286879",Admin,"2024-12-05 09:12:00"
4968,IN670916-00042,DO671205-00002,865532061960916,"LNT - SP mobile",LNT - Hongda electronic2,"LNT - SP mobile",LNT - Hongda electronic,"Kerry-A Yao (Loungnamtha)","N390 Approval No.：202412041239000156440",Admin,"2024-12-05 09:12:45"
4969,IN670916-00042,DO671205-00003,865154070032072,"LNT - SP mobile",LNT - Hongda electronic,"LNT - SP mobile",LNT - Hongda electronic,"Kerry-A Yao (Loungnamtha)","N390 Approval No.：202412041239000156440",Admin,"2024-12-05 09:12:45"
4970,IN670916-00042,DO671205-00004,866986071744596,"LNT - SP mobile",LNT - Hongda electronic,"LNT - SP mobile",LNT - Hongda electronic,"Kerry-A Yao (Loungnamtha)","N390 Approval No.：202412041239000156440",Admin,"2024-12-05 09:12:45"
4971,IN670724-00077,DO671205-00005,867650075272850,"SVK - INEW Savan1 Agent Store","Catty Laos Virtual Mobile","SVK - INEW Savan1 Agent Shop","Catty Laos Virtual","WH - Previous IMEI",N518,Admin,"2024-12-05 10:12:23"
4972,IN671031-00055,DO671205-00006,866227064255054,"VT3 - A Lui Mobile ສົງເປືອຍ","VT3 - A Lui Mobile1 ຫຼັກ52","VT3 - A Lui Mobile Songpueay","VT3 - A Lui Mobile1 Km 52","Kerry-Win (Vientiane)",,M20180315,"2024-12-05 11:12:18"
4973,IN671031-00055,DO671205-00007,866227064255179,"VT3 - A Lui Mobile ສົງເປືອຍ","VT3 - A Lui Mobile1 ຫຼັກ52","VT3 - A Lui Mobile Songpueay","VT3 - A Lui Mobile1 Km 52","Kerry-Win (Vientiane)",,M20180315,"2024-12-05 11:12:59"
4974,IN671031-00055,DO671205-00008,866227064255617,"VT3 - A Lui Mobile ສົງເປືອຍ","VT3 - A Lui Mobile1 ຫຼັກ52","VT3 - A Lui Mobile Songpueay","VT3 - A Lui Mobile1 Km 52","Kerry-Win (Vientiane)",,M20180315,"2024-12-05 11:12:59"
4975,IN671031-00055,DO671205-00009,866227064255757,"VT3 - A Lui Mobile ສົງເປືອຍ","VT3 - A Lui Mobile1 ຫຼັກ52","VT3 - A Lui Mobile Songpueay","VT3 - A Lui Mobile1 Km 52","Kerry-Win (Vientiane)",,M20180315,"2024-12-05 11:12:59"
4976,IN671031-00055,DO671205-00010,866227064255518,"VT3 - A Lui Mobile ສົງເປືອຍ","VT3 - A Lui Mobile1 ຫຼັກ52","VT3 - A Lui Mobile Songpueay","VT3 - A Lui Mobile1 Km 52","Kerry-Win (Vientiane)",,M20180315,"2024-12-05 11:12:59"
4977,IN671031-00055,DO671205-00011,866227064255633,"VT3 - A Lui Mobile ສົງເປືອຍ","VT3 - A Lui Mobile1 ຫຼັກ52","VT3 - A Lui Mobile Songpueay","VT3 - A Lui Mobile1 Km 52","Kerry-Win (Vientiane)",,M20180315,"2024-12-05 11:12:59"
4978,IN671031-00055,DO671205-00012,866227064255773,"VT3 - A Lui Mobile ສົງເປືອຍ","VT3 - A Lui Mobile1 ຫຼັກ52","VT3 - A Lui Mobile Songpueay","VT3 - A Lui Mobile1 Km 52","Kerry-Win (Vientiane)",,M20180315,"2024-12-05 11:12:59"
4979,IN671031-00055,DO671205-00013,866227064255054,"VT3 - A Lui Mobile ສົງເປືອຍ","VT3 - A Lui Mobile ສົງເປືອຍ","VT3 - A Lui Mobile Songpueay","VT3 - A Lui Mobile Songpueay","Kerry-Win (Vientiane)",,M20180315,"2024-12-05 11:12:59"
4980,IN671031-00055,DO671205-00014,866227064255591,"VT3 - A Lui Mobile ສົງເປືອຍ","VT3 - A Lui Mobile1 ຫຼັກ52","VT3 - A Lui Mobile Songpueay","VT3 - A Lui Mobile1 Km 52","Kerry-Win (Vientiane)",,M20180315,"2024-12-05 11:12:59"
4981,IN671031-00055,DO671205-00015,866227064255658,"VT3 - A Lui Mobile ສົງເປືອຍ","VT3 - A Lui Mobile1 ຫຼັກ52","VT3 - A Lui Mobile Songpueay","VT3 - A Lui Mobile1 Km 52","Kerry-Win (Vientiane)",,M20180315,"2024-12-05 11:12:59"
4982,IN671031-00055,DO671205-00016,865950078996139,"VT3 - A Lui Mobile ສົງເປືອຍ","VT3 - A Lui Mobile1 ຫຼັກ52","VT3 - A Lui Mobile Songpueay","VT3 - A Lui Mobile1 Km 52","Kerry-Win (Vientiane)",,M20180315,"2024-12-05 11:12:59"
4983,IN670924-00022,DO671205-00017,868800076943533,"VT1 - T and J Dongpalan","VT1 - Aen mobile","VT1 - T&J Dongpalan","VT1 - Aen mobile","WH - Stock OPPO (Mark)",,M20180315,"2024-12-05 11:12:12"
4984,IN670924-00022,DO671205-00018,868800078399411,"VT1 - T and J Dongpalan","VT1 - Aen mobile","VT1 - T&J Dongpalan","VT1 - Aen mobile","WH - Stock OPPO (Mark)",,M20180315,"2024-12-05 11:12:12"
4985,IN671005-00024,DO671205-00019,868800074031190,"VT2 - LTH dongdok","VT2 - LTH dongdok",,,"Kerry-INEW (Vientiane)","Change Warehouse",Admin,"2024-12-05 13:12:24"
4986,IN671005-00024,DO671205-00020,868800074030499,"VT2 - LTH dongdok","VT2 - LTH dongdok",,,"Kerry-INEW (Vientiane)","Change Warehouse",Admin,"2024-12-05 13:12:24"
4987,IN671005-00024,DO671205-00021,868800075581912,"VT2 - LTH dongdok","VT2 - LTH dongdok",,,"Kerry-INEW (Vientiane)","Change Warehouse",Admin,"2024-12-05 13:12:24"
4988,IN671005-00024,DO671205-00022,867650079131219,"VT2 - LTH dongdok","VT2 - LTH dongdok",,,"Kerry-INEW (Vientiane)","Change Warehouse",Admin,"2024-12-05 13:12:24"
4989,IN671005-00024,DO671205-00023,868998071672279,"VT2 - LTH dongdok","VT2 - LTH dongdok",,,"Kerry-INEW (Vientiane)","Change Warehouse",Admin,"2024-12-05 13:12:24"
4990,IN671005-00024,DO671205-00024,863929074912532,"VT2 - LTH dongdok","VT2 - LTH dongdok",,,"Kerry-INEW (Vientiane)","Change Warehouse",Admin,"2024-12-05 13:12:24"
4991,IN671005-00024,DO671205-00025,868742060561592,"VT2 - LTH dongdok","VT2 - LTH dongdok",,,"Kerry-INEW (Vientiane)","Change Warehouse",Admin,"2024-12-05 13:12:24"
4992,IN671030-00051,DO671205-00026,863671068927130,"VT2 - LTH Dongpalan","VT2 - LTH Dongpalan",,,"Kerry-INEW (Vientiane)","Change Warehouse",Admin,"2024-12-05 13:12:30"
4993,IN671030-00051,DO671205-00027,863671065839734,"VT2 - LTH Dongpalan","VT2 - LTH Dongpalan",,,"Kerry-INEW (Vientiane)","Change Warehouse",Admin,"2024-12-05 13:12:30"
4994,IN671030-00051,DO671205-00028,866227066243736,"VT2 - LTH Dongpalan","VT2 - LTH Dongpalan",,,"Kerry-INEW (Vientiane)","Change Warehouse",Admin,"2024-12-05 13:12:30"
4995,IN671030-00051,DO671205-00029,866227063821591,"VT2 - LTH Dongpalan","VT2 - LTH Dongpalan",,,"Kerry-INEW (Vientiane)","Change Warehouse",Admin,"2024-12-05 13:12:30"
4996,IN671030-00051,DO671205-00030,866227064488010,"VT2 - LTH Dongpalan","VT2 - LTH Dongpalan",,,"Kerry-INEW (Vientiane)","Change Warehouse",Admin,"2024-12-05 13:12:30"
4997,IN671030-00051,DO671205-00031,861155065330052,"VT2 - LTH Dongpalan","VT2 - LTH Dongpalan",,,"Kerry-INEW (Vientiane)","Change Warehouse",Admin,"2024-12-05 13:12:30"
4998,IN671030-00051,DO671205-00032,866227062909413,"VT2 - LTH Dongpalan","VT2 - LTH Dongpalan",,,"Kerry-INEW (Vientiane)","Change Warehouse",Admin,"2024-12-05 13:12:30"
4999,IN671030-00051,DO671205-00033,866227064489273,"VT2 - LTH Dongpalan","VT2 - LTH Dongpalan",,,"Kerry-INEW (Vientiane)","Change Warehouse",Admin,"2024-12-05 13:12:30"
5000,IN671030-00051,DO671205-00034,861155065332538,"VT2 - LTH Dongpalan","VT2 - LTH Dongpalan",,,"Kerry-INEW (Vientiane)","Change Warehouse",Admin,"2024-12-05 13:12:30"
5001,IN671030-00051,DO671205-00035,866227063830253,"VT2 - LTH Dongpalan","VT2 - LTH Dongpalan",,,"Kerry-INEW (Vientiane)","Change Warehouse",Admin,"2024-12-05 13:12:30"
5002,IN671030-00051,DO671205-00036,863671060104639,"VT2 - LTH Dongpalan","VT2 - LTH Dongpalan",,,"Kerry-INEW (Vientiane)","Change Warehouse",Admin,"2024-12-05 13:12:30"
5003,IN671030-00051,DO671205-00037,861155065332637,"VT2 - LTH Dongpalan","VT2 - LTH Dongpalan",,,"Kerry-INEW (Vientiane)","Change Warehouse",Admin,"2024-12-05 13:12:30"
5004,IN671030-00051,DO671205-00038,866227063834339,"VT2 - LTH Dongpalan","VT2 - LTH Dongpalan",,,"Kerry-INEW (Vientiane)","Change Warehouse",Admin,"2024-12-05 13:12:30"
5005,IN671030-00051,DO671205-00039,866227066243835,"VT2 - LTH Dongpalan","VT2 - LTH Dongpalan",,,"Kerry-INEW (Vientiane)","Change Warehouse",Admin,"2024-12-05 13:12:30"
5006,IN671030-00051,DO671205-00040,866227063814851,"VT2 - LTH Dongpalan","VT2 - LTH Dongpalan",,,"Kerry-INEW (Vientiane)","Change Warehouse",Admin,"2024-12-05 13:12:30"
5007,IN671030-00051,DO671205-00041,866227064488630,"VT2 - LTH Dongpalan","VT2 - LTH Dongpalan",,,"Kerry-INEW (Vientiane)","Change Warehouse",Admin,"2024-12-05 13:12:30"
5008,IN671030-00051,DO671205-00042,866227064444278,"VT2 - LTH Dongpalan","VT2 - LTH Dongpalan",,,"Kerry-INEW (Vientiane)","Change Warehouse",Admin,"2024-12-05 13:12:30"
5009,IN671030-00051,DO671205-00043,861155065330250,"VT2 - LTH Dongpalan","VT2 - LTH Dongpalan",,,"Kerry-INEW (Vientiane)","Change Warehouse",Admin,"2024-12-05 13:12:30"
5010,IN671030-00051,DO671205-00044,866227063830196,"VT2 - LTH Dongpalan","VT2 - LTH Dongpalan",,,"Kerry-INEW (Vientiane)","Change Warehouse",Admin,"2024-12-05 13:12:30"
5011,IN671030-00051,DO671205-00045,861155065332553,"VT2 - LTH Dongpalan","VT2 - LTH Dongpalan",,,"Kerry-INEW (Vientiane)","Change Warehouse",Admin,"2024-12-05 13:12:30"
5012,IN671030-00051,DO671205-00046,866227063830477,"VT2 - LTH Dongpalan","VT2 - LTH Dongpalan",,,"Kerry-INEW (Vientiane)","Change Warehouse",Admin,"2024-12-05 13:12:30"
5013,IN671030-00051,DO671205-00047,861155065335119,"VT2 - LTH Dongpalan","VT2 - LTH Dongpalan",,,"Kerry-INEW (Vientiane)","Change Warehouse",Admin,"2024-12-05 13:12:30"
5014,IN671030-00051,DO671205-00048,866227063814992,"VT2 - LTH Dongpalan","VT2 - LTH Dongpalan",,,"Kerry-INEW (Vientiane)","Change Warehouse",Admin,"2024-12-05 13:12:30"
5015,IN671030-00051,DO671205-00049,861155065329757,"VT2 - LTH Dongpalan","VT2 - LTH Dongpalan",,,"Kerry-INEW (Vientiane)","Change Warehouse",Admin,"2024-12-05 13:12:30"
5016,IN671030-00051,DO671205-00050,866227064489257,"VT2 - LTH Dongpalan","VT2 - LTH Dongpalan",,,"Kerry-INEW (Vientiane)","Change Warehouse",Admin,"2024-12-05 13:12:30"
5017,IN671030-00051,DO671205-00051,866227064444732,"VT2 - LTH Dongpalan","VT2 - LTH Dongpalan",,,"Kerry-INEW (Vientiane)","Change Warehouse",Admin,"2024-12-05 13:12:30"
5018,IN671030-00051,DO671205-00052,861155065331019,"VT2 - LTH Dongpalan","VT2 - LTH Dongpalan",,,"Kerry-INEW (Vientiane)","Change Warehouse",Admin,"2024-12-05 13:12:30"
5019,IN671030-00051,DO671205-00053,866227063830212,"VT2 - LTH Dongpalan","VT2 - LTH Dongpalan",,,"Kerry-INEW (Vientiane)","Change Warehouse",Admin,"2024-12-05 13:12:30"
5020,IN671030-00051,DO671205-00054,861155065332595,"VT2 - LTH Dongpalan","VT2 - LTH Dongpalan",,,"Kerry-INEW (Vientiane)","Change Warehouse",Admin,"2024-12-05 13:12:30"
5021,IN671030-00051,DO671205-00055,866227063834255,"VT2 - LTH Dongpalan","VT2 - LTH Dongpalan",,,"Kerry-INEW (Vientiane)","Change Warehouse",Admin,"2024-12-05 13:12:30"
5022,IN671030-00051,DO671205-00056,862287067909697,"VT2 - LTH Dongpalan","VT2 - LTH Dongpalan",,,"Kerry-INEW (Vientiane)","Change Warehouse",Admin,"2024-12-05 13:12:30"
5023,IN671030-00051,DO671205-00057,866654065037555,"VT2 - LTH Dongpalan","VT2 - LTH Dongpalan",,,"Kerry-INEW (Vientiane)","Change Warehouse",Admin,"2024-12-05 13:12:30"
5024,IN671030-00051,DO671205-00058,866654063736315,"VT2 - LTH Dongpalan","VT2 - LTH Dongpalan",,,"Kerry-INEW (Vientiane)","Change Warehouse",Admin,"2024-12-05 13:12:30"
5025,IN671030-00051,DO671205-00059,866654063276478,"VT2 - LTH Dongpalan","VT2 - LTH Dongpalan",,,"Kerry-INEW (Vientiane)","Change Warehouse",Admin,"2024-12-05 13:12:30"
5026,IN671030-00051,DO671205-00060,866654065135375,"VT2 - LTH Dongpalan","VT2 - LTH Dongpalan",,,"Kerry-INEW (Vientiane)","Change Warehouse",Admin,"2024-12-05 13:12:31"
5027,IN671030-00051,DO671205-00061,868051060290438,"VT2 - LTH Dongpalan","VT2 - LTH Dongpalan",,,"Kerry-INEW (Vientiane)","Change Warehouse",Admin,"2024-12-05 13:12:31"
5028,IN671030-00051,DO671205-00062,862774061673577,"VT2 - LTH Dongpalan","VT2 - LTH Dongpalan",,,"Kerry-INEW (Vientiane)","Change Warehouse",Admin,"2024-12-05 13:12:31"
5029,IN671030-00051,DO671205-00063,862774061694359,"VT2 - LTH Dongpalan","VT2 - LTH Dongpalan",,,"Kerry-INEW (Vientiane)","Change Warehouse",Admin,"2024-12-05 13:12:31"
5030,IN671030-00051,DO671205-00064,862774061694839,"VT2 - LTH Dongpalan","VT2 - LTH Dongpalan",,,"Kerry-INEW (Vientiane)","Change Warehouse",Admin,"2024-12-05 13:12:31"
5031,IN671030-00051,DO671205-00065,862774061527492,"VT2 - LTH Dongpalan","VT2 - LTH Dongpalan",,,"Kerry-INEW (Vientiane)","Change Warehouse",Admin,"2024-12-05 13:12:31"
5032,IN671030-00051,DO671205-00066,865055069660056,"VT2 - LTH Dongpalan","VT2 - LTH Dongpalan",,,"Kerry-INEW (Vientiane)","Change Warehouse",Admin,"2024-12-05 13:12:31"
5033,IN671030-00051,DO671205-00067,865055069660650,"VT2 - LTH Dongpalan","VT2 - LTH Dongpalan",,,"Kerry-INEW (Vientiane)","Change Warehouse",Admin,"2024-12-05 13:12:31"
5034,IN671030-00051,DO671205-00068,860306074492398,"VT2 - LTH Dongpalan","VT2 - LTH Dongpalan",,,"Kerry-INEW (Vientiane)","Change Warehouse",Admin,"2024-12-05 13:12:31"
5035,IN671030-00051,DO671205-00069,860306074645110,"VT2 - LTH Dongpalan","VT2 - LTH Dongpalan",,,"Kerry-INEW (Vientiane)","Change Warehouse",Admin,"2024-12-05 13:12:31"
5036,IN671030-00051,DO671205-00070,867528073177034,"VT2 - LTH Dongpalan","VT2 - LTH Dongpalan",,,"Kerry-INEW (Vientiane)","Change Warehouse",Admin,"2024-12-05 13:12:31"
5037,IN671030-00051,DO671205-00071,860306074645219,"VT2 - LTH Dongpalan","VT2 - LTH Dongpalan",,,"Kerry-INEW (Vientiane)","Change Warehouse",Admin,"2024-12-05 13:12:31"
5038,IN671030-00051,DO671205-00072,862980062108998,"VT2 - LTH Dongpalan","VT2 - LTH Dongpalan",,,"Kerry-INEW (Vientiane)","Change Warehouse",Admin,"2024-12-05 13:12:31"
5039,IN671030-00051,DO671205-00073,867993074621994,"VT2 - LTH Dongpalan","VT2 - LTH Dongpalan",,,"Kerry-INEW (Vientiane)","Change Warehouse",Admin,"2024-12-05 13:12:31"
5040,IN671030-00051,DO671205-00074,867993074622018,"VT2 - LTH Dongpalan","VT2 - LTH Dongpalan",,,"Kerry-INEW (Vientiane)","Change Warehouse",Admin,"2024-12-05 13:12:31"
5041,IN671030-00051,DO671205-00075,868800075581813,"VT2 - LTH Dongpalan","VT2 - LTH Dongpalan",,,"Kerry-INEW (Vientiane)","Change Warehouse",Admin,"2024-12-05 13:12:31"
5042,IN671030-00051,DO671205-00076,868800077620957,"VT2 - LTH Dongpalan","VT2 - LTH Dongpalan",,,"Kerry-INEW (Vientiane)","Change Warehouse",Admin,"2024-12-05 13:12:31"
5043,IN671030-00051,DO671205-00077,868800071664399,"VT2 - LTH Dongpalan","VT2 - LTH Dongpalan",,,"Kerry-INEW (Vientiane)","Change Warehouse",Admin,"2024-12-05 13:12:31"
5044,IN671030-00051,DO671205-00078,868800076941610,"VT2 - LTH Dongpalan","VT2 - LTH Dongpalan",,,"Kerry-INEW (Vientiane)","Change Warehouse",Admin,"2024-12-05 13:12:31"
5045,IN671030-00051,DO671205-00079,868800078538554,"VT2 - LTH Dongpalan","VT2 - LTH Dongpalan",,,"Kerry-INEW (Vientiane)","Change Warehouse",Admin,"2024-12-05 13:12:31"
5046,IN671030-00051,DO671205-00080,868800077621039,"VT2 - LTH Dongpalan","VT2 - LTH Dongpalan",,,"Kerry-INEW (Vientiane)","Change Warehouse",Admin,"2024-12-05 13:12:31"
5047,IN671030-00051,DO671205-00081,868800075581771,"VT2 - LTH Dongpalan","VT2 - LTH Dongpalan",,,"Kerry-INEW (Vientiane)","Change Warehouse",Admin,"2024-12-05 13:12:31"
5048,IN671030-00051,DO671205-00082,868800078539339,"VT2 - LTH Dongpalan","VT2 - LTH Dongpalan",,,"Kerry-INEW (Vientiane)","Change Warehouse",Admin,"2024-12-05 13:12:31"
5049,IN671030-00051,DO671205-00083,865154071483910,"VT2 - LTH Dongpalan","VT2 - LTH Dongpalan",,,"Kerry-INEW (Vientiane)","Change Warehouse",Admin,"2024-12-05 13:12:31"
5050,IN671030-00051,DO671205-00084,867650074682794,"VT2 - LTH Dongpalan","VT2 - LTH Dongpalan",,,"Kerry-INEW (Vientiane)","Change Warehouse",Admin,"2024-12-05 13:12:31"
5051,IN671030-00051,DO671205-00085,867650074682836,"VT2 - LTH Dongpalan","VT2 - LTH Dongpalan",,,"Kerry-INEW (Vientiane)","Change Warehouse",Admin,"2024-12-05 13:12:31"
5052,IN671030-00051,DO671205-00086,867650079130278,"VT2 - LTH Dongpalan","VT2 - LTH Dongpalan",,,"Kerry-INEW (Vientiane)","Change Warehouse",Admin,"2024-12-05 13:12:31"
5053,IN671030-00051,DO671205-00087,867650075273791,"VT2 - LTH Dongpalan","VT2 - LTH Dongpalan",,,"Kerry-INEW (Vientiane)","Change Warehouse",Admin,"2024-12-05 13:12:31"
5054,IN671030-00051,DO671205-00088,867650079197491,"VT2 - LTH Dongpalan","VT2 - LTH Dongpalan",,,"Kerry-INEW (Vientiane)","Change Warehouse",Admin,"2024-12-05 13:12:31"
5055,IN671030-00051,DO671205-00089,867650075267595,"VT2 - LTH Dongpalan","VT2 - LTH Dongpalan",,,"Kerry-INEW (Vientiane)","Change Warehouse",Admin,"2024-12-05 13:12:31"
5056,IN671030-00051,DO671205-00090,867650079129973,"VT2 - LTH Dongpalan","VT2 - LTH Dongpalan",,,"Kerry-INEW (Vientiane)","Change Warehouse",Admin,"2024-12-05 13:12:31"
5057,IN671030-00051,DO671205-00091,867650075270599,"VT2 - LTH Dongpalan","VT2 - LTH Dongpalan",,,"Kerry-INEW (Vientiane)","Change Warehouse",Admin,"2024-12-05 13:12:31"
5058,IN671030-00051,DO671205-00092,867650079130351,"VT2 - LTH Dongpalan","VT2 - LTH Dongpalan",,,"Kerry-INEW (Vientiane)","Change Warehouse",Admin,"2024-12-05 13:12:31"
5059,IN671030-00051,DO671205-00093,867650079197335,"VT2 - LTH Dongpalan","VT2 - LTH Dongpalan",,,"Kerry-INEW (Vientiane)","Change Warehouse",Admin,"2024-12-05 13:12:31"
5060,IN671030-00051,DO671205-00094,867650079197558,"VT2 - LTH Dongpalan","VT2 - LTH Dongpalan",,,"Kerry-INEW (Vientiane)","Change Warehouse",Admin,"2024-12-05 13:12:31"
5061,IN671030-00051,DO671205-00095,867650075270094,"VT2 - LTH Dongpalan","VT2 - LTH Dongpalan",,,"Kerry-INEW (Vientiane)","Change Warehouse",Admin,"2024-12-05 13:12:31"
5062,IN671030-00051,DO671205-00096,867650079139097,"VT2 - LTH Dongpalan","VT2 - LTH Dongpalan",,,"Kerry-INEW (Vientiane)","Change Warehouse",Admin,"2024-12-05 13:12:31"
5063,IN671030-00051,DO671205-00097,867650075271357,"VT2 - LTH Dongpalan","VT2 - LTH Dongpalan",,,"Kerry-INEW (Vientiane)","Change Warehouse",Admin,"2024-12-05 13:12:31"
5064,IN671030-00051,DO671205-00098,867650074673256,"VT2 - LTH Dongpalan","VT2 - LTH Dongpalan",,,"Kerry-INEW (Vientiane)","Change Warehouse",Admin,"2024-12-05 13:12:31"
5065,IN671030-00051,DO671205-00099,867650079130112,"VT2 - LTH Dongpalan","VT2 - LTH Dongpalan",,,"Kerry-INEW (Vientiane)","Change Warehouse",Admin,"2024-12-05 13:12:31"
5066,IN671030-00051,DO671205-00100,867650075271753,"VT2 - LTH Dongpalan","VT2 - LTH Dongpalan",,,"Kerry-INEW (Vientiane)","Change Warehouse",Admin,"2024-12-05 13:12:31"
5067,IN671030-00051,DO671205-00101,867650079131318,"VT2 - LTH Dongpalan","VT2 - LTH Dongpalan",,,"Kerry-INEW (Vientiane)","Change Warehouse",Admin,"2024-12-05 13:12:31"
5068,IN671030-00051,DO671205-00102,867650079197475,"VT2 - LTH Dongpalan","VT2 - LTH Dongpalan",,,"Kerry-INEW (Vientiane)","Change Warehouse",Admin,"2024-12-05 13:12:31"
5069,IN671030-00051,DO671205-00103,867650075270557,"VT2 - LTH Dongpalan","VT2 - LTH Dongpalan",,,"Kerry-INEW (Vientiane)","Change Warehouse",Admin,"2024-12-05 13:12:31"
5070,IN671030-00051,DO671205-00104,868998071559534,"VT2 - LTH Dongpalan","VT2 - LTH Dongpalan",,,"Kerry-INEW (Vientiane)","Change Warehouse",Admin,"2024-12-05 13:12:31"
5071,IN671030-00051,DO671205-00105,868998070267717,"VT2 - LTH Dongpalan","VT2 - LTH Dongpalan",,,"Kerry-INEW (Vientiane)","Change Warehouse",Admin,"2024-12-05 13:12:31"
5072,IN671030-00051,DO671205-00106,868998070748633,"VT2 - LTH Dongpalan","VT2 - LTH Dongpalan",,,"Kerry-INEW (Vientiane)","Change Warehouse",Admin,"2024-12-05 13:12:31"
5073,IN671030-00051,DO671205-00107,868998071671511,"VT2 - LTH Dongpalan","VT2 - LTH Dongpalan",,,"Kerry-INEW (Vientiane)","Change Warehouse",Admin,"2024-12-05 13:12:31"
5074,IN671030-00051,DO671205-00108,868998070716895,"VT2 - LTH Dongpalan","VT2 - LTH Dongpalan",,,"Kerry-INEW (Vientiane)","Change Warehouse",Admin,"2024-12-05 13:12:31"
5075,IN671030-00051,DO671205-00109,868998071675496,"VT2 - LTH Dongpalan","VT2 - LTH Dongpalan",,,"Kerry-INEW (Vientiane)","Change Warehouse",Admin,"2024-12-05 13:12:31"
5076,IN671030-00051,DO671205-00110,868998070263716,"VT2 - LTH Dongpalan","VT2 - LTH Dongpalan",,,"Kerry-INEW (Vientiane)","Change Warehouse",Admin,"2024-12-05 13:12:31"
5077,IN671030-00051,DO671205-00111,868998071670471,"VT2 - LTH Dongpalan","VT2 - LTH Dongpalan",,,"Kerry-INEW (Vientiane)","Change Warehouse",Admin,"2024-12-05 13:12:31"
5078,IN671030-00051,DO671205-00112,868998070718552,"VT2 - LTH Dongpalan","VT2 - LTH Dongpalan",,,"Kerry-INEW (Vientiane)","Change Warehouse",Admin,"2024-12-05 13:12:31"
5079,IN671030-00051,DO671205-00113,868998071655472,"VT2 - LTH Dongpalan","VT2 - LTH Dongpalan",,,"Kerry-INEW (Vientiane)","Change Warehouse",Admin,"2024-12-05 13:12:31"
5080,IN671030-00051,DO671205-00114,868998070746231,"VT2 - LTH Dongpalan","VT2 - LTH Dongpalan",,,"Kerry-INEW (Vientiane)","Change Warehouse",Admin,"2024-12-05 13:12:31"
5081,IN671030-00051,DO671205-00115,868998071667832,"VT2 - LTH Dongpalan","VT2 - LTH Dongpalan",,,"Kerry-INEW (Vientiane)","Change Warehouse",Admin,"2024-12-05 13:12:31"
