No.,"INVOICE NUMBER","DO NUMBER",IMEI,"STORE TRANFER ( IN )","STORE TRANFER ( OUT )","DISTRIBUTOR / WAREHOUSE ( IN )","DISTRIBUTOR / WAREHOUSE ( OUT )",WAREHOUSE,REMARK,"CREATED BY",TIME
99,,DO670610-00023,867003069318950,"VT1 - OP mobile ລາດຄວາຍ","VT1 - PJ","352027262 - VT1 - OP mobile Lardkhuay","352027273 - VT1 - PJ","WH - Stock OPPO (Mark)",,M20180315,"2024-06-10 15:06:31"
100,,DO670611-00001,862774060992796,"VT1 - CL Nongniaw","VT1 - Viva","352027192 - VT1 - CL Saphanthong","352027331 - VT1 - Viva","WH - Stock OPPO (Mark)",,M20180315,"2024-06-11 08:06:22"
101,,DO670611-00002,862774061954217,"VT1 - CL Nongniaw","VT1 - JomJai mobile Nakham","352027192 - VT1 - CL Saphanthong","352027016 - VT1 - JomJai","WH - Stock OPPO (Mark)",,M20180315,"2024-06-11 08:06:57"
102,,DO670611-00003,862774061640212,"VT3 - Kn telecom 1","VT3 - Sy Mobile","352027226 - VT3 - Kn telecom","352031804 - VT3 - ST Mobile Sangthong","Kerry-Win (Vientiane)",,M20180315,"2024-06-11 08:06:28"
103,IN670521-00089,DO670611-00004,866654064156992,"VT3 - phanphon","VT3 - Win Samsung2 Agent Store","352027270 - VT3 - phanphon","352027334 - VT3 - Win Samsung 2 Agent Shop","Kerry-Win (Vientiane)",,M20180315,"2024-06-11 08:06:16"
104,IN670611-00058,DO670611-00005,867528073411532,"XYB - Saisana mobile2","After-sales replacement shop","352027102 - XYB - Saisana mobile2","352027531 - After-sales replacement shop","WH - Stock After Sale (Afeng)","Saisana mobile2 

OPPO: Reno11F
IME:867528073411532     天鸿，售后换机要调库IMEI调给门店，我按song之前教的操作路径做单后找不到单据往下面进行了",M20190520,"2024-06-11 14:06:50"
105,,DO670611-00006,862774061688658,"VT1 - LCC1 Dongpalan","VT1 - OK Mobile","352027235 - VT1 - LCC1 Dongpalan","352027191 - VT1 - Call me1 Phonesynuan","WH - Stock OPPO (Mark)",,M20180315,"2024-06-11 15:06:06"
106,,DO670611-00007,862774061692510,"VT1 - LCC1 Dongpalan","VT1 - OK Mobile","352027235 - VT1 - LCC1 Dongpalan","352027191 - VT1 - Call me1 Phonesynuan","WH - Stock OPPO (Mark)",,M20180315,"2024-06-11 15:06:06"
107,,DO670611-00008,862774061690712,"VT1 - LCC1 Dongpalan","VT1 - OK Mobile","352027235 - VT1 - LCC1 Dongpalan","352027191 - VT1 - Call me1 Phonesynuan","WH - Stock OPPO (Mark)",,M20180315,"2024-06-11 15:06:06"
108,,DO670611-00009,862774061693013,"VT1 - LCC1 Dongpalan","VT1 - OK Mobile","352027235 - VT1 - LCC1 Dongpalan","352027191 - VT1 - Call me1 Phonesynuan","WH - Stock OPPO (Mark)",,M20180315,"2024-06-11 15:06:06"
109,IN670523-00072,DO670611-00010,867993076506631,"VT1 - nangnoy","VT1 - JJ Mobile","352027255 - VT1 - nangnoy","352027219 - VT1 - JJ-MB","WH - Stock OPPO (Mark)",,M20180315,"2024-06-11 16:06:44"
110,IN670607-00067,DO670611-00011,866227060265875,"VT1 - LT ໜອງຈັນ","VT1 - nangnoy","352027241 - VT1 - LT Nongchan","352027255 - VT1 - nangnoy","WH - Stock OPPO (Mark)",,M20180315,"2024-06-11 16:06:34"
111,IN670521-00037,DO670612-00001,863671065926853,"SVK - Tai Le Mobile ສະຫັວນນະເຂດ","SVK - Meesukphone1","352027460 - SVK - Tai Le Mobile Savanhnaket","352027435 - SVK - Meesukphone1 OudomSouk","Kerry-INEW SVK (Savanakhet)","N2471 Approval No.：202406101902000285075",Admin,"2024-06-12 09:06:29"
112,IN670513-00241,DO670612-00002,867528073510390,"ATP - Ayou mobile 1","ATP - Ata mobile1 Agent Store","352026685 - ATP - Ayou mobile 1","352026684 - ATP - Ata mobile1 Agent Shop","Kerry-ATA (Attapue)","N2470 Approval No.：202406111321000379950",Admin,"2024-06-12 09:06:12"
113,IN670527-00034,DO670612-00003,863671065014452,"XKH - YH mobile2","XKH - Ko mobile ຊຽງຂວາງ","352032239 - XKH - YH mobile","352027034 - XKH - Ko mobile","Kerry-A Hua (Xiengkhuang)","N2550 Approval No.：202406111153000204280",Admin,"2024-06-12 09:06:53"
114,IN670608-00073,DO670612-00004,865055069656773,"VT1 - MKE5","VT2 - INEW Center","352027250 - VT1 - MKE5","352027216 - VT2 - INEW SamSung Agent Shop","Kerry-INEW (Vientiane)","N56 Approval No.：202406120952000544364",Admin,"2024-06-12 09:06:36"
115,IN670519-00012,DO670612-00005,865055069661633,"SLV - LT mobile","SLV - Abo mobile1 Agent Store","352032034 - SLV - LT mobile","352027347 - SLV - Abo mobile1 Agent Shop","Kerry-ABO (Salavan)","N2591 Approval No.：202406121008000393346",Admin,"2024-06-12 09:06:23"
116,IN670531-00107,DO670612-00006,867993074620616,"SVK - TN phone2","SVK - Tai Le Mobile ສະຫັວນນະເຂດ","352027400 - SVK - Atuan mobile","352027460 - SVK - Tai Le Mobile Savanhnaket","Kerry-INEW SVK (Savanakhet)","N518 Approval No.：202406121033000171687",Admin,"2024-06-12 15:06:51"
117,IN670526-00011,DO670612-00007,867993076536935,"SVK - Apao Mobile","SVK - INEW Savan1 Agent Store","352027395 - SVK - Apao","352027416 - SVK - INEW Savan1 Agent Shop","Kerry-INEW SVK (Savanakhet)","N518 Approval No.：202406121038000067797",Admin,"2024-06-12 15:06:36"
118,IN670504-00035,DO670612-00008,867003068222435,"LNT - GR mobile3","LNT - Xiangkok mobile","352032246 - LNT - GR mobile","352026849 - LNT - Xiangkok mobile","Kerry-A Yao (Loungnamtha)","N390 Approval No.：202406120953000082395",Admin,"2024-06-12 15:06:25"
119,IN670606-00086,DO670612-00009,862774061954415,"SVK - Lao derm Mobile 1","SVK - TJ phone ສະຫວັນນະເຂດ","352027428 - SVK - Lao derm Mobile","352027465 - SVK - TJ phone","Kerry-INEW SVK (Savanakhet)","N518 Approval No.：202406121102000130409",Admin,"2024-06-12 15:06:07"
120,IN670521-00055,DO670612-00010,867993074614312,LNT - Hongda electronic,"LNT - Ayao mobile1 Agent Store","352031959 - LNT - Hongda electronic","352026840 - LNT - Ayao mobile1 Agent Shop","Kerry-A Yao (Loungnamtha)","N2558 Approval No.：202406121350000477264",Admin,"2024-06-12 15:06:56"
121,IN670607-00002,DO670612-00011,863671065109419,"LPB - AT1 ຫຼວງພະບາງ","LPB - QZ Mobile Agent Store","352026865 - LPB - AT1 Luangphabang","352026885 - LPB - QZ Mobile Agent Shop","Kerry-QZ (Loungprabang)","N0231 Approval No.：202406121444000387664",Admin,"2024-06-12 15:06:01"
122,IN670607-00002,DO670612-00012,863671065596136,"LPB - AT1 ຫຼວງພະບາງ","LPB - QZ Mobile Agent Store","352026865 - LPB - AT1 Luangphabang","352026885 - LPB - QZ Mobile Agent Shop","Kerry-QZ (Loungprabang)","N0231 Approval No.：202406121444000387664",Admin,"2024-06-12 15:06:01"
123,IN670524-00081,DO670612-00013,867993076538816,"XKH - Uni Mobile ຊຽງຂວາງ","XKH - Ahua Mobile1 Agent Shop","352027044 - XKH - Uni Mobile","352027024 - XKH - Ahua Mobile1 Agent Shop","Kerry-A Hua (Xiengkhuang)","N2550 Approval No.：202406121028000135096",Admin,"2024-06-12 15:06:42"
124,IN670518-00062,DO670612-00014,863671065033619,"LNT - SP mobile","LNT - Aping mobile ຫຼວງນ້ຳທາ","352032221 - LNT - SP mobile","352026838 - LNT - Aping mobile","Kerry-A Yao (Loungnamtha)","N390 Approval No.：202406121637000104619",Admin,"2024-06-12 15:06:20"
125,,DO670613-00001,869802068665214,"VT1 - DDE Dongpalan","VT1 - Lao Er","352027197 - VT1 - DDE Dongdok","352027231 - VT1 - Lao Er","WH - Stock OPPO (Mark)",,M20180315,"2024-06-13 10:06:28"
126,IN670513-00203,DO670613-00002,862980062128319,"LPB - TK","LPB - QZ Mobile Agent Store","352026892 - LPB - TK","352026885 - LPB - QZ Mobile Agent Shop","Kerry-QZ (Loungprabang)","N0231 Approval No.：202406131805000392573",Admin,"2024-06-13 17:06:01"
127,IN670511-00114,DO670614-00001,862980062114095,"VT3 - phanphon","VT3 - Win Dongdok","352027270 - VT3 - phanphon","352027334 - VT3 - Win Samsung 2 Agent Shop","Kerry-Win (Vientiane)",,M20180315,"2024-06-14 16:06:51"
128,IN670603-00157,DO670615-00001,867993076913837,"VT1 - OP mobile ລາດຄວາຍ","VT1 - A Yang Mobile Xaisavang","352027262 - VT1 - OP mobile Lardkhuay","352027157 - VT1 - A Yang Xaysavarng","WH - Stock OPPO (Mark)",,M20180315,"2024-06-15 16:06:49"
129,IN670606-00096,DO670615-00002,862774061937758,"SVK - boy mobile","SVK - Nadet Mobile","352027405 - SVK - boy mobile","352027439 - SVK - Nadet Mobile","Kerry-INEW SVK (Savanakhet)",s,Admin,"2024-06-15 16:06:01"
130,IN670606-00098,DO670615-00003,862774061609670,"SVK - boy mobile","SVK - A phing Mobile ສະຫວັນນະເຂດ","352027405 - SVK - boy mobile","352027385 - SVK - A phing Mobile","Kerry-INEW SVK (Savanakhet)",s,Admin,"2024-06-15 16:06:16"
131,IN670610-00127,DO670615-00004,867993076967437,"ATP - Dai mobile1","ATP - Thanh mobile 52","352026686 - ATP - Dai mobile","352032142 - ATP - Thanh mobile 52","Kerry-ATA (Attapue)",s,Admin,"2024-06-15 16:06:17"
132,IN670613-00075,DO670615-00005,868800072841590,"BLX - Ahua mobile ຄຳເກີດ","BLX - Win mobile","352026729 - BLX - Ahua mobile","352032137 - BLX - Win mobile","Kerry-Awen (Thakhaek)",s,Admin,"2024-06-15 16:06:53"
133,IN670606-00037,DO670615-00006,862774061608912,"LPB - AN2","LPB - TK","352031626 - LPB - AN2","352026892 - LPB - TK","Kerry-QZ (Loungprabang)",s,Admin,"2024-06-15 16:06:29"
134,IN670604-00082,DO670615-00007,862774061758733,"LPB - AN2","LPB - Susu mobile ຫຼວງພະບາງ","352031626 - LPB - AN2","352026890 - LPB - Susu mobile","Kerry-QZ (Loungprabang)",s,Admin,"2024-06-15 16:06:09"
135,IN670531-00131,DO670615-00008,867993076506896,"LNT - GR mobile3","LNT - Xiangkok mobile","352032246 - LNT - GR mobile","352026849 - LNT - Xiangkok mobile","Kerry-A Yao (Loungnamtha)",s,Admin,"2024-06-15 16:06:51"
136,,DO670615-00009,867003065480754,"LNT - SP mobile","LNT - Hongda mobile7","352032221 - LNT - SP mobile","352032005 - LNT - Hongda mobile7","Kerry-A Yao (Loungnamtha)",s,Admin,"2024-06-15 16:06:30"
137,IN670606-00076,DO670615-00010,862774061935232,"ATP - Young mobile","ATP - J com mobile ອັດຕະປື","352026699 - ATP - Young mobile","352026691 - ATP - J com mobile","Kerry-ATA (Attapue)",s,Admin,"2024-06-15 16:06:05"
138,,DO670617-00001,862774061756232,"VT1 - Ting1","VT1 - GF mobile","352027314 - VT1 - Ting1","352027207 - VT1 - GF mobile","WH - Stock OPPO (Mark)",,M20180315,"2024-06-17 08:06:53"
139,IN670608-00003,DO670617-00002,866227060269612,"VT1 - LCC1 Dongpalan","VT1 - DDE Dongpalan","352027235 - VT1 - LCC1 Dongpalan","352027197 - VT1 - DDE Dongdok","WH - Stock OPPO (Mark)",,M20180315,"2024-06-17 10:06:24"
140,IN670503-00061,DO670617-00003,866654063870577,"VT1 - OP mobile ລາດຄວາຍ","VT1 - A Sue km63","352027262 - VT1 - OP mobile Lardkhuay","352027152 - VT1 - a sue","WH - Stock OPPO (Mark)",,M20180315,"2024-06-17 14:06:08"
141,IN670528-00088,DO670617-00004,863671064496114,"VT1 - OP mobile ລາດຄວາຍ","VT1 - ComCom Mobile","352027262 - VT1 - OP mobile Lardkhuay","352027194 - VT1 - ComCom Mobile","WH - Stock OPPO (Mark)",,M20180315,"2024-06-17 14:06:03"
142,IN670517-00091,DO670617-00005,865073061774437,"VT1 - MK shop","VT1 - Bigboss Phone","352032534 - VT1 - MK shop","352027183 - VT1 - Bigboss Phone","WH - Stock OPPO (Mark)",,M20180315,"2024-06-17 14:06:19"
143,IN670517-00091,DO670617-00006,863671064217890,"VT1 - MK shop","VT1 - Bigboss Phone","352032534 - VT1 - MK shop","352027183 - VT1 - Bigboss Phone","WH - Stock OPPO (Mark)",,M20180315,"2024-06-17 14:06:19"
144,IN670606-00075,DO670617-00007,862774061552375,"ATP - Young mobile","ATP - Dai mobile2","352026699 - ATP - Young mobile","352026686 - ATP - Dai mobile","Kerry-ATA (Attapue)",s,Admin,"2024-06-17 16:06:52"
145,IN670513-00216,DO670617-00008,867993074536978,"LNT - SP mobile","LNT - Aping mobile ຫຼວງນ້ຳທາ","352032221 - LNT - SP mobile","352026838 - LNT - Aping mobile","Kerry-A Yao (Loungnamtha)",s,Admin,"2024-06-17 16:06:39"
146,IN670606-00106,DO670617-00009,862774061948052,"BKE - Sak mobile","BKE - Van xai mobile","352032027 - BKE - Sak mobile","352026713 - BKE - Van xai mobile","Kerry-LH (Bokeo)",s,Admin,"2024-06-17 16:06:43"
147,IN670616-00040,DO670617-00010,868800072622115,"LNT - GG mobile","LNT - GG mobile","352026843 - LNT - GG mobile","352026843 - LNT - GG mobile","Kerry-A Yao (Loungnamtha)",s,Admin,"2024-06-17 16:06:34"
148,IN670616-00040,DO670617-00011,868800071754331,"LNT - GG mobile","LNT - GG mobile","352026843 - LNT - GG mobile","352026843 - LNT - GG mobile","Kerry-A Yao (Loungnamtha)",s,Admin,"2024-06-17 16:06:34"
149,IN670616-00040,DO670617-00012,868800072622115,"LNT - GR mobile","LNT - GG mobile","352032246 - LNT - GR mobile","352026843 - LNT - GG mobile","Kerry-A Yao (Loungnamtha)",s,Admin,"2024-06-17 16:06:01"
150,IN670616-00040,DO670617-00013,868800071754331,"LNT - GR mobile","LNT - GG mobile","352032246 - LNT - GR mobile","352026843 - LNT - GG mobile","Kerry-A Yao (Loungnamtha)",s,Admin,"2024-06-17 16:06:01"
151,,DO670617-00014,860306074432550,"XSB - NN mobile","XSB - Avone mobile","352027059 - XSB - NN mobile","352032405 - XSB - Avone mobile","Kerry-Aqing (Xaisomboun)",s,Admin,"2024-06-17 16:06:56"
152,IN670608-00044,DO670617-00015,863671065199238,"KAM - TK mobile","KAM - Awen mobile6","352026830 - KAM - TK mobile","352026799 - KAM - Awen mobile1 Agent Shop","Kerry-Awen (Thakhaek)",s,Admin,"2024-06-17 16:06:26"
153,IN670608-00044,DO670617-00016,865073061974730,"KAM - TK mobile","KAM - Awen mobile6","352026830 - KAM - TK mobile","352026799 - KAM - Awen mobile1 Agent Shop","Kerry-Awen (Thakhaek)",s,Admin,"2024-06-17 16:06:26"
154,IN670608-00044,DO670617-00017,863671065208252,"KAM - TK mobile","KAM - Awen mobile6","352026830 - KAM - TK mobile","352026799 - KAM - Awen mobile1 Agent Shop","Kerry-Awen (Thakhaek)",s,Admin,"2024-06-17 16:06:26"
155,IN670608-00044,DO670617-00018,865073061872637,"KAM - TK mobile","KAM - Awen mobile2","352026830 - KAM - TK mobile","352026799 - KAM - Awen mobile1 Agent Shop","Kerry-Awen (Thakhaek)",s,Admin,"2024-06-17 16:06:26"
156,IN670503-00087,DO670617-00019,865055069576518,LNT - Hongda electronic,"LNT - Ayao mobile1 Agent Store","352031959 - LNT - Hongda electronic","352026840 - LNT - Ayao mobile1 Agent Shop","Kerry-A Yao (Loungnamtha)",s,Admin,"2024-06-17 16:06:29"
157,IN670606-00089,DO670617-00020,862774061951692,"SVK - INEW Savan1 Agent Store","SVK - A Rong mobile","352027416 - SVK - INEW Savan1 Agent Shop","352027386 - SVK - A Rong mobile","Kerry-INEW SVK (Savanakhet)",s,Admin,"2024-06-17 16:06:14"
158,IN670617-00091,DO670618-00001,866227060108778,"VT1 - Folder shop","VT1 - Tun mobile","352027204 - VT1 - Folder shop","352027325 - VT1 - Tun mobile","WH - Stock OPPO (Mark)",,M20180315,"2024-06-18 09:06:48"
159,,DO670618-00002,862774060295075,"SLV - Te mobile","SLV - Raongarm mobile ສາລະວັນ","352027378 - SLV - Te mobile","352027373 - SLV - Raongarm mobile","Kerry-ABO (Salavan)",s,Admin,"2024-06-18 09:06:03"
160,,DO670618-00003,862774060295158,"SLV - Te mobile","SLV - Raongarm mobile ສາລະວັນ","352027378 - SLV - Te mobile","352027373 - SLV - Raongarm mobile","Kerry-ABO (Salavan)",s,Admin,"2024-06-18 09:06:03"
