Code,"Mnemonic code","Finance Client Name","Distributor My Side","Distributor Your Side","Finance Warehouse","Finance Warehouse Code","Accounting organization(My Side)","Accounting organization(Your Side)",Creator,Remarks,Network,Off/On,"Cross - accounting organizations are allowed"
C111502666110000232,352026906,"352026906 - ODX - Ashoun","ODX - Abao Dealer (Oudomxai)","ODX - Ashoun","Abao Dealer",S11150266611000010,"Abao Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000233,352032052,"352032052 - SEK - PP mobile","SEK - ST Dealer (Sekong)","SEK - PP mobile","ST Dealer",S11150266611000006,"ST Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000234,352027064,"352027064 - XSB - thun mobile","XSB - Aqing Dealer (Xaisomboun)","XSB - thun mobile","Aqing Dealer",S11150266611000019,"Aqing Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000235,352026873,"352026873 - LPB - Honor","LPB - QZ Dealer (Loungprabang)","LPB - Honor","QZ Dealer",S11150266611000011,"QZ Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000236,352032043,"352032043 - LNT - Aqing mobile","LNT - Ayao Dealer (Loungnamtha)","LNT - Aqing mobile","Ayao Dealer",S11150266611000012,"Ayao Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000237,352032034,"352032034 - SLV - LT mobile","SLV - ABO Dealer (Salavan)","SLV - LT mobile","ABO Dealer",S11150266611000017,"ABO Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000238,352032027,"352032027 - BKE - Sak mobile","BKE - LH Dealer (Bokeo)","BKE - Sak mobile","LH Dealer",S11150266611000015,"LH Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000239,352031999,"352031999 - LNT - Hongda mobile1","LNT - Ayao Dealer (Loungnamtha)",LNT - Hongda mobile1,"Ayao Dealer",S11150266611000012,"Ayao Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000240,352032005,"352032005 - LNT - Hongda mobile7","LNT - Ayao Dealer (Loungnamtha)","LNT - Hongda mobile7","Ayao Dealer",S11150266611000012,"Ayao Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000241,352032004,"352032004 - SEK - NT mobile","SEK - ST Dealer (Sekong)",SEK - NT mobile,"ST Dealer",S11150266611000006,"ST Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000242,352027206,"352027206 - VT1 - Gae mobile Phonepapao","WH - Stock OPPO (Mark)","VT1 - Gae mobile Phonepapao","WH - Stock OPPO (Mark)",S11150266611000005,"Stock OPPO Mark Finance",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000243,352027339,"352027339 - VT1 - yyshop laos","WH - Stock OPPO (Mark)","VT1 - yyshop laos","WH - Stock OPPO (Mark)",S11150266611000005,"Stock OPPO Mark Finance",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000244,352026806,"352026806 - KAM - Hung mobile","KAM - Awen Dealer (Thakhaek)","KAM - Hung mobile","Awen Dealer",S11150266611000024,"Awen Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000245,352026994,"352026994 - SEK - Advice mobile","SEK - ST Dealer (Sekong)","SEK - Advice mobile","ST Dealer",S11150266611000006,"ST Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000246,352026995,"352026995 - SEK - Agao mobile","SEK - ST Dealer (Sekong)","SEK - Agao mobile","ST Dealer",S11150266611000006,"ST Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000247,352026996,"352026996 - SEK - Aji mobile Thataeng","SEK - ST Dealer (Sekong)","SEK - Aji mobile Thataeng","ST Dealer",S11150266611000006,"ST Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000248,352026997,"352026997 - SEK - Ana Mobile","SEK - ST Dealer (Sekong)","SEK - Ana Mobile","ST Dealer",S11150266611000006,"ST Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000249,352026999,"352026999 - SEK - Azhou Mobile","SEK - ST Dealer (Sekong)","SEK - Azhou Mobile","ST Dealer",S11150266611000006,"ST Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000250,352027000,"352027000 - SEK - chuong mobile","SEK - ST Dealer (Sekong)","SEK - chuong mobile","ST Dealer",S11150266611000006,"ST Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000251,352027001,"352027001 - SEK - Chuong phone","SEK - ST Dealer (Sekong)","SEK - Chuong phone","ST Dealer",S11150266611000006,"ST Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000252,352027002,"352027002 - SEK - Ing mobile Thateang","SEK - ST Dealer (Sekong)","SEK - Ing mobile Thateang","ST Dealer",S11150266611000006,"ST Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000253,352027003,"352027003 - SEK - khamhoung mobile","SEK - ST Dealer (Sekong)","SEK - khamhoung mobile","ST Dealer",S11150266611000006,"ST Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000254,352027004,"352027004 - SEK - Kuontuon mobile","SEK - ST Dealer (Sekong)","SEK - Kuontuon mobile","ST Dealer",S11150266611000006,"ST Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000255,352027005,"352027005 - SEK - long mobile","SEK - ST Dealer (Sekong)","SEK - long mobile","ST Dealer",S11150266611000006,"ST Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000256,352027006,"352027006 - SEK - Long phone","SEK - ST Dealer (Sekong)","SEK - Long phone","ST Dealer",S11150266611000006,"ST Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000257,352027007,"352027007 - SEK - Pakse mobile5","SEK - ST Dealer (Sekong)","SEK - Pakse mobile5","ST Dealer",S11150266611000006,"ST Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000258,352027009,"352027009 - SEK - Slerm mobile","SEK - ST Dealer (Sekong)","SEK - Slerm mobile","ST Dealer",S11150266611000006,"ST Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000259,352027010,"352027010 - SEK - Than mobile","SEK - ST Dealer (Sekong)","SEK - Than mobile","ST Dealer",S11150266611000006,"ST Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000260,352027012,"352027012 - SEK - Zoubel mobile","SEK - ST Dealer (Sekong)","SEK - Zoubel mobile","ST Dealer",S11150266611000006,"ST Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000261,352031510,"352031510 - SEK - Vankham mobile","SEK - ST Dealer (Sekong)","SEK - Vankham mobile","ST Dealer",S11150266611000006,"ST Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000262,352027346,"352027346 - SLV - Abea mobile","SLV - ABO Dealer (Salavan)","SLV - Abea mobile","ABO Dealer",S11150266611000017,"ABO Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000263,352026908,"352026908 - ODX - Azhu mobile","ODX - Abao Dealer (Oudomxai)","ODX - Azhu mobile","Abao Dealer",S11150266611000010,"Abao Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000264,352027220,"352027220 - VT1 - Joanna","WH - Stock OPPO (Mark)","VT1 - Joanna","WH - Stock OPPO (Mark)",S11150266611000005,"Stock OPPO Mark Finance",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000265,352027522,"352027522 - SLV - Kob Telecom2","SLV - ABO Dealer (Salavan)","SLV - Kob Telecom2","ABO Dealer",S11150266611000017,"ABO Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000266,352031986,"352031986 - VT3 - T&J VangVieng","VT3 - Win Dealer (Vientiane)",VT3 - T&J VangVieng,"Win Dealer",S11150266611000022,"Win Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000267,352026883,"352026883 - LPB - Phan IT","LPB - QZ Dealer (Loungprabang)","LPB - Phan IT","QZ Dealer",S11150266611000011,"QZ Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000268,352026697,"352026697 - ATP - WiFi Mobile","ATP - ATA Dealer (Attappue)","ATP - WiFi Mobile","ATA Dealer",S11150266611000016,"ATA Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000269,352031983,"352031983 - BKE - A mobile","BKE - LH Dealer (Bokeo)",BKE - A mobile,"LH Dealer",S11150266611000015,"LH Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000270,352031974,"352031974 - VT1 - LTH","WH - Stock OPPO (Mark)","VT1 - LTH","WH - Stock OPPO (Mark)",S11150266611000005,"Stock OPPO Mark Finance",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000271,352031939,"352031939 - VT1 - Mango Mobile","WH - Stock OPPO (Mark)","VT1 - Mango Mobile","WH - Stock OPPO (Mark)",S11150266611000005,"Stock OPPO Mark Finance",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000272,352027363,"352027363 - SLV - Kob Telecom1","SLV - ABO Dealer (Salavan)","SLV - Kob Telecom1","ABO Dealer",S11150266611000017,"ABO Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000273,352027058,"352027058 - XSB - Mely","XSB - Aqing Dealer (Xaisomboun)","XSB - Mely","Aqing Dealer",S11150266611000019,"Aqing Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000274,352031959,"352031959 - LNT - Hongda electronic","LNT - Ayao Dealer (Loungnamtha)",LNT - Hongda electronic,"Ayao Dealer",S11150266611000012,"Ayao Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000275,352027345,"352027345 - SLV - A Xiang","SLV - ABO Dealer (Salavan)","SLV - A Xiang","ABO Dealer",S11150266611000017,"ABO Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000276,352027274,"352027274 - VT1 - PK","WH - Stock OPPO (Mark)","VT1 - PK","WH - Stock OPPO (Mark)",S11150266611000005,"Stock OPPO Mark Finance",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000277,352027169,"352027169 - VT1 - Alee Thatluang","WH - Stock OPPO (Mark)","VT1 - Alee Thatluang","WH - Stock OPPO (Mark)",S11150266611000005,"Stock OPPO Mark Finance",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000278,352027175,"352027175 - VT1 - AW","WH - Stock OPPO (Mark)","VT1 - AW","WH - Stock OPPO (Mark)",S11150266611000005,"Stock OPPO Mark Finance",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000279,352031865,"352031865 - VT3 - VK mobile","VT3 - Win Dealer (Vientiane)","VT3 - VK mobile","Win Dealer",S11150266611000022,"Win Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000280,352027523,"352027523 - BLX - Alieng mobile4","KAM - Awen Dealer (Thakhaek)","BLX - Alieng mobile4","Awen Dealer",S11150266611000024,"Awen Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000281,352026789,"352026789 - KAM - A Zhen mobile NongBork","KAM - Awen Dealer (Thakhaek)","KAM - A Zhen mobile NongBork","Awen Dealer",S11150266611000024,"Awen Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000282,352031940,"352031940 - SLV - Aling mobile","SLV - ABO Dealer (Salavan)",SLV - Aling mobile,"ABO Dealer",S11150266611000017,"ABO Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000283,352031943,"352031943 - KAM - Pingjia Mobile","KAM - Awen Dealer (Thakhaek)",KAM - Pingjia Mobile,"Awen Dealer",S11150266611000024,"Awen Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000284,352027376,"352027376 - SLV - SkyPhone","SLV - ABO Dealer (Salavan)","SLV - SkyPhone","ABO Dealer",S11150266611000017,"ABO Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000285,352027041,"352027041 - XKH - NT Mobile","XKH - Ahua Dealer (XiengKhuang)","XKH - NT Mobile","Ahua Dealer",S11150266611000018,"Ahua Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000286,352027159,"352027159 - VT3 - a zhang yi Vunvieng","VT3 - Win Dealer (Vientiane)","VT3 - a zhang yi Vunvieng","Win Dealer",S11150266611000022,"Win Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000287,352026898,"352026898 - ODX - AJ mobile","ODX - Abao Dealer (Oudomxai)","ODX - AJ mobile","Abao Dealer",S11150266611000010,"Abao Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000288,352027145,"352027145 - VT3 - A mei Vungvieng","VT3 - Win Dealer (Vientiane)","VT3 - A mei Vungvieng","Win Dealer",S11150266611000022,"Win Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000289,352027329,"352027329 - VT1 - Vanhkham mobile 3","WH - Stock OPPO (Mark)","VT1 - Vanhkham mobile 3","WH - Stock OPPO (Mark)",S11150266611000005,"Stock OPPO Mark Finance",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000290,352027266,"352027266 - VT1 - Oppo Brand Shop Service6","WH - Stock OPPO (Mark)","VT1 - Oppo Brand Shop Service6","WH - Stock OPPO (Mark)",S11150266611000005,"Stock OPPO Mark Finance",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000291,352026804,"352026804 - KAM - HengHeng7","KAM - Awen Dealer (Thakhaek)","KAM - HengHeng7","Awen Dealer",S11150266611000024,"Awen Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000292,352031933,"352031933 - BKE - Jaiy Lee mobile","BKE - LH Dealer (Bokeo)","BKE - Jaiy Lee mobile","LH Dealer",S11150266611000015,"LH Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000293,352031920,"352031920 - LNT - Aming mobile","LNT - Ayao Dealer (Loungnamtha)","LNT - Aming mobile","Ayao Dealer",S11150266611000012,"Ayao Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000294,352027008,"352027008 - SEK - sekong mobile","SEK - ST Dealer (Sekong)","SEK - sekong mobile","ST Dealer",S11150266611000006,"ST Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000295,352027027,"352027027 - XKH - Atong Mobile","XKH - Ahua Dealer (XiengKhuang)","XKH - Atong Mobile","Ahua Dealer",S11150266611000018,"Ahua Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000296,352026725,"352026725 - BLX - Adong mobile PhoXai","KAM - Awen Dealer (Thakhaek)","BLX - Adong mobile PhoXai","Awen Dealer",S11150266611000024,"Awen Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000297,352027455,"352027455 - SVK - Savan Unik","SVK - INEW Dealer (Savannakhet)","SVK - Savan Unik","Inew SVK Dealer",S11150266611000013,"INEW SVK Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000298,352031731,"352031731 - SLV - Yang Bo Mobile","SLV - ABO Dealer (Salavan)","SLV - Yang Bo Mobile","ABO Dealer",S11150266611000017,"ABO Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000299,352031905,"352031905 - SVK - HengHengDee","SVK - INEW Dealer (Savannakhet)","SVK - HengHengDee","Inew SVK Dealer",S11150266611000013,"INEW SVK Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000300,352031899,"352031899 - LNT - VS mobile2","LNT - Ayao Dealer (Loungnamtha)","LNT - VS mobile2","Ayao Dealer",S11150266611000012,"Ayao Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000301,352026924,"352026924 - ODX - Sonesouda mobile","ODX - Abao Dealer (Oudomxai)","ODX - Sonesouda mobile","Abao Dealer",S11150266611000010,"Abao Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000302,352031891,"352031891 - SLV - Viet 92 mobile","SLV - ABO Dealer (Salavan)","SLV - Viet 92 mobile","ABO Dealer",S11150266611000017,"ABO Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000303,352027138,"352027138 - VT3 - A li mobilePhonehong","VT3 - Win Dealer (Vientiane)","VT3 - A li mobilePhonehong","Win Dealer",S11150266611000022,"Win Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000304,352031868,"352031868 - ODX - Awen mobile","ODX - Abao Dealer (Oudomxai)","ODX - Awen mobile","Abao Dealer",S11150266611000010,"Abao Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000305,352027433,"352027433 - SVK - Ling","SVK - INEW Dealer (Savannakhet)","SVK - Ling","Inew SVK Dealer",S11150266611000013,"INEW SVK Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000306,352026720,"352026720 - BLX - Aping mobile Viengkham","KAM - Awen Dealer (Thakhaek)","BLX - Aping mobile Viengkham","Awen Dealer",S11150266611000024,"Awen Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000307,352027513,"352027513 - VT2 - SaiySon telecom","VT2 - inew Dealer (Vientiane)","VT2 - SaiySon telecom","Inew Dealer",S11150266611000023,"inew VT Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000308,352027155,"352027155 - VT3 - A Tao Mobile","VT3 - Win Dealer (Vientiane)","VT3 - A Tao Mobile","Win Dealer",S11150266611000022,"Win Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000309,352026923,"352026923 - ODX - Sengdao2","ODX - Abao Dealer (Oudomxai)","ODX - Sengdao2","Abao Dealer",S11150266611000010,"Abao Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000310,352031838,"352031838 - CPS - J mobile","CPS - JK Dealer (Pakse)","CPS - J mobile","JK Dealer",S11150266611000008,"JK Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000311,352026942,"352026942 - CPS - Axia mobile","CPS - JK Dealer (Pakse)","CPS - Axia mobile","JK Dealer",S11150266611000008,"JK Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000312,352027332,"352027332 - VT1 - Viza Mobile Chansavarng","WH - Stock OPPO (Mark)","VT1 - Viza Mobile Chansavarng","WH - Stock OPPO (Mark)",S11150266611000005,"Stock OPPO Mark Finance",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000313,352027403,"352027403 - SVK - Awu mobile","SVK - INEW Dealer (Savannakhet)","SVK - Awu mobile","Inew SVK Dealer",S11150266611000013,"INEW SVK Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000314,352031477,"352031477 - LPB - ATi Mobile","LPB - QZ Dealer (Loungprabang)","LPB - ATi Mobile","QZ Dealer",S11150266611000011,"QZ Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000315,352031827,"352031827 - VT2 - BK Mobile","VT2 - inew Dealer (Vientiane)","VT2 - BK Mobile","Inew Dealer",S11150266611000023,"inew VT Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000316,352027224,"352027224 - VT1 - KK mobile Sivilay","WH - Stock OPPO (Mark)","VT1 - KK mobile Sivilay","WH - Stock OPPO (Mark)",S11150266611000005,"Stock OPPO Mark Finance",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000317,352027415,"352027415 - SVK - IC mobile","SVK - INEW Dealer (Savannakhet)","SVK - IC mobile","Inew SVK Dealer",S11150266611000013,"INEW SVK Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000318,352031813,"352031813 - VT3 - SB Mobile","VT3 - Win Dealer (Vientiane)","VT3 - SB Mobile","Win Dealer",S11150266611000022,"Win Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000319,352031804,"352031804 - VT3 - ST Mobile Sangthong","VT3 - Win Dealer (Vientiane)","VT3 - ST Mobile Sangthong","Win Dealer",S11150266611000022,"Win Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000320,352031803,"352031803 - VT2 - SoutJai Mobile","VT2 - inew Dealer (Vientiane)","VT2 - SoutJai Mobile","Inew Dealer",S11150266611000023,"inew VT Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000321,352031812,"352031812 - BLX - Ahan Mobile","KAM - Awen Dealer (Thakhaek)","BLX - Ahan Mobile","Awen Dealer",S11150266611000024,"Awen Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000322,352027509,"352027509 - VT2 - ChanThala mobile","VT2 - inew Dealer (Vientiane)","VT2 - ChanThala mobile","Inew Dealer",S11150266611000023,"inew VT Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000323,352027511,"352027511 - VT2 - Jindavong Mobile","VT2 - inew Dealer (Vientiane)","VT2 - Jindavong Mobile","Inew Dealer",S11150266611000023,"inew VT Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000324,352027507,"352027507 - SLV - Ajie mobile ເມືອງລະຄອນສີ","SLV - ABO Dealer (Salavan)","SLV - Ajie mobile ເມືອງລະຄອນສີ","ABO Dealer",S11150266611000017,"ABO Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000325,352026682,"352026682 - ATP - Ajiang Mobile","ATP - ATA Dealer (Attappue)","ATP - Ajiang Mobile","ATA Dealer",S11150266611000016,"ATA Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000326,352031796,"352031796 - ATP - Hung Mobile","ATP - ATA Dealer (Attappue)","ATP - Hung Mobile","ATA Dealer",S11150266611000016,"ATA Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000327,352031785,"352031785 - SVK - Mango Phone","SVK - INEW Dealer (Savannakhet)","SVK - Mango Phone","Inew SVK Dealer",S11150266611000013,"INEW SVK Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000328,352031775,"352031775 - LPB - LTH Mobile","LPB - QZ Dealer (Loungprabang)","LPB - LTH Mobile","QZ Dealer",S11150266611000011,"QZ Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000329,352027275,"352027275 - VT1 - pkp","WH - Stock OPPO (Mark)","VT1 - pkp","WH - Stock OPPO (Mark)",S11150266611000005,"Stock OPPO Mark Finance",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000330,352026784,"352026784 - HPN - vaithavee moblie","HPN - A Lei Dealer (Huaphan)","HPN - vaithavee moblie","A Lei Dealer",S11150266611000014,"A Lei Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000331,352027055,"352027055 - XSB - KN Mobile","XSB - Aqing Dealer (Xaisomboun)","XSB - KN Mobile","Aqing Dealer",S11150266611000019,"Aqing Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000332,352031758,"352031758 - SLV - Ngern Mobile","SLV - ABO Dealer (Salavan)","SLV - Ngern Mobile","ABO Dealer",S11150266611000017,"ABO Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000333,352031743,"352031743 - SLV - Somsuk Mobile","SLV - ABO Dealer (Salavan)","SLV - Somsuk Mobile","ABO Dealer",S11150266611000017,"ABO Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000334,352027139,"352027139 - VT1 - A Liang km43","WH - Stock OPPO (Mark)","VT1 - A Liang km43","WH - Stock OPPO (Mark)",S11150266611000005,"Stock OPPO Mark Finance",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000335,352027379,"352027379 - SLV - THANG mobile","SLV - ABO Dealer (Salavan)","SLV - THANG mobile","ABO Dealer",S11150266611000017,"ABO Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000336,352026748,"352026748 - BLX - kui mobile","KAM - Awen Dealer (Thakhaek)","BLX - kui mobile","Awen Dealer",S11150266611000024,"Awen Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000337,352027350,"352027350 - SLV - Ajie mobile","SLV - ABO Dealer (Salavan)","SLV - Ajie mobile","ABO Dealer",S11150266611000017,"ABO Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000338,352027355,"352027355 - SLV - Hua mobile","SLV - ABO Dealer (Salavan)","SLV - Hua mobile","ABO Dealer",S11150266611000017,"ABO Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000339,352026718,"352026718 - BLX - A Lay mobile","KAM - Awen Dealer (Thakhaek)","BLX - A Lay mobile","Awen Dealer",S11150266611000024,"Awen Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000340,352026872,"352026872 - LPB - Fam mobile","LPB - QZ Dealer (Loungprabang)","LPB - Fam mobile","QZ Dealer",S11150266611000011,"QZ Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000341,352026845,"352026845 - LNT - Leejahui mobile","LNT - Ayao Dealer (Loungnamtha)","LNT - Leejahui mobile","Ayao Dealer",S11150266611000012,"Ayao Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000342,352027412,"352027412 - SVK - HengHeng Dee","SVK - INEW Dealer (Savannakhet)","SVK - HengHeng Dee","Inew SVK Dealer",S11150266611000013,"INEW SVK Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000343,352026926,"352026926 - ODX - Zhuxieng mboile","ODX - Abao Dealer (Oudomxai)","ODX - Zhuxieng mboile","Abao Dealer",S11150266611000010,"Abao Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000344,352026819,"352026819 - KAM - NongBok Mobile","KAM - Awen Dealer (Thakhaek)","KAM - NongBok Mobile","Awen Dealer",S11150266611000024,"Awen Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000345,352027198,"352027198 - VT1 - Do Mobile Thamuang","WH - Stock OPPO (Mark)","VT1 - Do Mobile Thamuang","WH - Stock OPPO (Mark)",S11150266611000005,"Stock OPPO Mark Finance",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000346,352027101,"352027101 - XYB - Saisana mobile1","XYB - Siam Dealer (Xaiyabouli)","XYB - Saisana mobile1","Siam Dealer",S11150266611000020,"Siam Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000347,352027277,"352027277 - VT1 - PN mobile","WH - Stock OPPO (Mark)","VT1 - PN mobile","WH - Stock OPPO (Mark)",S11150266611000005,"Stock OPPO Mark Finance",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000348,352031502,"352031502 - VT1 - Khit Mobile","WH - Stock OPPO (Mark)","VT1 - Khit Mobile","WH - Stock OPPO (Mark)",S11150266611000005,"Stock OPPO Mark Finance",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000349,352027324,"352027324 - VT1 - TT mobile Dongmieng","WH - Stock OPPO (Mark)","VT1 - TT mobile Dongmieng","WH - Stock OPPO (Mark)",S11150266611000005,"Stock OPPO Mark Finance",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000350,352026760,"352026760 - BLX - Tasee mobile","KAM - Awen Dealer (Thakhaek)","BLX - Tasee mobile","Awen Dealer",S11150266611000024,"Awen Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000351,352027188,"352027188 - VT3 - Bounzou mobile","VT3 - Win Dealer (Vientiane)","VT3 - Bounzou mobile","Win Dealer",S11150266611000022,"Win Dealer ORG",,Admin,"DB Insert","All Network",ON,Yes
C111502666110000352,352031555,"352031555 - VT1 - Remek mobile","WH - Stock OPPO (Mark)","VT1 - Remek mobile","WH - Stock OPPO (Mark)",S11150266611000005,"Stock OPPO Mark Finance",,Admin,"DB Insert","All Network",ON,Yes
