No.,"INVOICE NUMBER","DO NUMBER",IMEI,"STORE TRANFER ( IN )","STORE TRANFER ( OUT )","DISTRIBUTOR / WAREHOUSE ( IN )","DISTRIBUTOR / WAREHOUSE ( OUT )",WAREHOUSE,REMARK,"CREATED BY",TIME
198,IN670513-00139,DO670805-00177,863671060157496,"Catty Laos Virtual Mobile","XYB - Haumjai mobilee","352027521 - Catty Laos Virtual","352027083 - XYB - Haumjai mobilee","Kerry-Siam (Xaiyabouli)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:18"
199,IN670513-00139,DO670805-00178,866654063027939,"Catty Laos Virtual Mobile","XSB - Aqing mobile2 Agent Store","352027521 - Catty Laos Virtual","352027051 - XSB - Aqing Agent Shop","Kerry-Aqing (Xaisomboun)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:18"
200,IN670513-00139,DO670805-00179,866654063030495,"Catty Laos Virtual Mobile","XYB - Rasa mobilee","352027521 - Catty Laos Virtual","352027099 - XYB - Rasa mobilee","Kerry-Siam (Xaiyabouli)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:18"
201,IN670513-00139,DO670805-00180,866654063869736,"Catty Laos Virtual Mobile","SLV - PSV","352027521 - Catty Laos Virtual","352027371 - SLV - PSV","Kerry-ABO (Salavan)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:18"
202,IN670513-00139,DO670805-00181,866654063732371,"Catty Laos Virtual Mobile","BLX - A aung mobile","352027521 - Catty Laos Virtual","352026715 - BLX - A aung mobile","Kerry-Awen (Thakhaek)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:18"
203,IN670513-00139,DO670805-00182,866654063867755,"Catty Laos Virtual Mobile","SLV - Jake mobile","352027521 - Catty Laos Virtual","352027356 - SLV - Jake mobile","Kerry-ABO (Salavan)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:18"
204,IN670513-00139,DO670805-00183,866654062013872,"Catty Laos Virtual Mobile","LNT - GR mobile","352027521 - Catty Laos Virtual","352032246 - LNT - GR mobile","Kerry-A Yao (Loungnamtha)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:18"
205,IN670513-00139,DO670805-00184,866654062519894,"Catty Laos Virtual Mobile","VT1 - A-Yan Mobile1 Dongdok","352027521 - Catty Laos Virtual","352027179 - VT1 - A-Yan Mobile1 Dongdok","WH - Stock OPPO (Mark)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:18"
206,IN670513-00139,DO670805-00185,866654062315996,"Catty Laos Virtual Mobile","BKE - LH Mobile1 Agent Store","352027521 - Catty Laos Virtual","352026708 - BKE - LH Mobile Agent Shop","Kerry-LH (Bokeo)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:18"
207,IN670513-00139,DO670805-00186,866654062321812,"Catty Laos Virtual Mobile","XYB - Ou Mobile","352027521 - Catty Laos Virtual","352027094 - XYB - Ou Mobile","Kerry-Siam (Xaiyabouli)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:18"
208,IN670513-00139,DO670805-00187,866654063226713,"Catty Laos Virtual Mobile","XKH - Vanhkham mobile1","352027521 - Catty Laos Virtual","352027045 - XKH - Vanhkham mobile","Kerry-A Hua (Xiengkhuang)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:18"
209,IN670513-00139,DO670805-00188,866654063379975,"Catty Laos Virtual Mobile","LPB - Susu mobile ຫຼວງພະບາງ","352027521 - Catty Laos Virtual","352026890 - LPB - Susu mobile","Kerry-QZ (Loungprabang)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:18"
210,IN670513-00139,DO670805-00189,866654062161275,"Catty Laos Virtual Mobile","CPS - Jk mobile3 Agent Store","352027521 - Catty Laos Virtual","352026952 - CPS - Jk mobile3 Agent Shop","Kerry-JK (Pakse)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:18"
211,IN670513-00139,DO670805-00190,866654063589557,"Catty Laos Virtual Mobile","CPS - Khamtan mobile","352027521 - Catty Laos Virtual","352026959 - CPS - Khamtan mobile","Kerry-JK (Pakse)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:18"
212,IN670513-00139,DO670805-00191,866654062266355,"Catty Laos Virtual Mobile","KAM - Pheng mobile ນາກາຍ","352027521 - Catty Laos Virtual","352026822 - KAM - Pheng mobile Nakaiy","Kerry-Awen (Thakhaek)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:18"
213,IN670513-00139,DO670805-00192,866654063867672,"Catty Laos Virtual Mobile","HPN - Phengmanee","352027521 - Catty Laos Virtual","352026781 - HPN - Phengmanee","Kerry - A Lei (Huaphan)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:18"
214,IN670513-00139,DO670805-00193,866654062993990,"Catty Laos Virtual Mobile","SLV - Saiyadeth phone ສາລະວັນ","352027521 - Catty Laos Virtual","352027374 - SLV - Saiyadeth phone","Kerry-ABO (Salavan)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:18"
215,IN670513-00139,DO670805-00194,866654063028655,"Catty Laos Virtual Mobile","XYB - Haumjai mobilee","352027521 - Catty Laos Virtual","352027083 - XYB - Haumjai mobilee","Kerry-Siam (Xaiyabouli)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:18"
216,IN670513-00139,DO670805-00195,866654063350679,"Catty Laos Virtual Mobile","XSB - vong mobile ໄຊສົມບູນ","352027521 - Catty Laos Virtual","352027066 - XSB - vong mobile","Kerry-Aqing (Xaisomboun)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:18"
217,IN670513-00139,DO670805-00196,866654063733494,"Catty Laos Virtual Mobile","CPS - i-Fix mobile","352027521 - Catty Laos Virtual","352026974 - CPS - Tha mobile","Kerry-JK (Pakse)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:18"
218,IN670513-00139,DO670805-00197,866654062030132,"Catty Laos Virtual Mobile","LPB - Zan mobile","352027521 - Catty Laos Virtual","352026895 - LPB - Zan mobile","Kerry-QZ (Loungprabang)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:18"
219,IN670513-00139,DO670805-00198,866654064150995,"Catty Laos Virtual Mobile","LPB - Sonkua","352027521 - Catty Laos Virtual","352026888 - LPB - Sonkua","Kerry-QZ (Loungprabang)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:18"
220,IN670513-00139,DO670805-00199,866654062321010,"Catty Laos Virtual Mobile","VT1 - ATL11 Mobile","352027521 - Catty Laos Virtual","352027174 - VT1 - ATL1 Nongchan","WH - Stock OPPO (Mark)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:18"
221,IN670513-00139,DO670805-00200,866654062316291,"Catty Laos Virtual Mobile","LNT - GR mobile","352027521 - Catty Laos Virtual","352032246 - LNT - GR mobile","Kerry-A Yao (Loungnamtha)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:18"
222,IN670513-00139,DO670805-00201,866654062322257,"Catty Laos Virtual Mobile","BLX - A see mobile","352027521 - Catty Laos Virtual","352026721 - BLX - A see mobile","Kerry-Awen (Thakhaek)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:18"
223,IN670513-00139,DO670805-00202,866654063274119,"Catty Laos Virtual Mobile","LNT - Ayao mobile1 Agent Store","352027521 - Catty Laos Virtual","352026840 - LNT - Ayao mobile1 Agent Shop","Kerry-A Yao (Loungnamtha)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:18"
224,IN670513-00139,DO670805-00203,866654063388919,"Catty Laos Virtual Mobile","CPS - Jk mobile3 Agent Store","352027521 - Catty Laos Virtual","352026952 - CPS - Jk mobile3 Agent Shop","Kerry-JK (Pakse)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:18"
225,IN670513-00139,DO670805-00204,866654062176596,"Catty Laos Virtual Mobile","CPS - Fasai","352027521 - Catty Laos Virtual","352026948 - CPS - Fasai","Kerry-JK (Pakse)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:18"
226,IN670513-00139,DO670805-00205,866654062424830,"Catty Laos Virtual Mobile","BKE - LH Mobile1 Agent Store","352027521 - Catty Laos Virtual","352026708 - BKE - LH Mobile Agent Shop","Kerry-LH (Bokeo)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:18"
227,IN670513-00139,DO670805-00206,866654063027673,"Catty Laos Virtual Mobile","XSB - Avone mobile","352027521 - Catty Laos Virtual","352032405 - XSB - Avone mobile","Kerry-Aqing (Xaisomboun)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:18"
228,IN670513-00139,DO670805-00207,866654063030255,"Catty Laos Virtual Mobile","BKE - Lar Mobile","352027521 - Catty Laos Virtual","352026707 - BKE - Lar Mobile","Kerry-LH (Bokeo)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:18"
229,IN670513-00139,DO670805-00208,866654063868639,"Catty Laos Virtual Mobile","BKE - LH Mobile5","352027521 - Catty Laos Virtual","352026708 - BKE - LH Mobile Agent Shop","Kerry-LH (Bokeo)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:18"
230,IN670513-00139,DO670805-00209,866654063729153,"Catty Laos Virtual Mobile","BLX - A yun mobile ບໍລະຄຳໄຊ","352027521 - Catty Laos Virtual","352026723 - BLX - A yun mobile","Kerry-Awen (Thakhaek)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:18"
231,IN670513-00139,DO670805-00210,866654063958513,"Catty Laos Virtual Mobile","VT3 - doungnoy mobile ວັງວຽງ","352027521 - Catty Laos Virtual","352027202 - VT3 - Doungnoy mobile Vungvieng","Kerry-Win (Vientiane)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:18"
232,IN670513-00139,DO670805-00211,868714068079752,"Catty Laos Virtual Mobile","LPB - AN10","352027521 - Catty Laos Virtual","352031626 - LPB - AN2","Kerry-QZ (Loungprabang)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:18"
233,IN670513-00139,DO670805-00212,866654062045031,"Catty Laos Virtual Mobile","LPB - LTH Mobile","352027521 - Catty Laos Virtual","352031775 - LPB - LTH Mobile","Kerry-QZ (Loungprabang)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:18"
234,IN670513-00139,DO670805-00213,866654062321051,"Catty Laos Virtual Mobile","HPN - Phengmanee","352027521 - Catty Laos Virtual","352026781 - HPN - Phengmanee","Kerry - A Lei (Huaphan)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:18"
235,IN670513-00139,DO670805-00214,866654062665796,"Catty Laos Virtual Mobile","SVK - Dang","352027521 - Catty Laos Virtual","352027406 - SVK - Dang","Kerry-INEW SVK (Savanakhet)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:18"
236,IN670513-00139,DO670805-00215,866654063326331,"Catty Laos Virtual Mobile","LPB - KP mobile","352027521 - Catty Laos Virtual","352026880 - LPB - KP mobile","Kerry-QZ (Loungprabang)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:18"
237,IN670513-00139,DO670805-00216,866654063731159,"Catty Laos Virtual Mobile","SEK - Long phone ເຊກອງ","352027521 - Catty Laos Virtual","352027006 - SEK - Long phone","Kerry-ST (Sekong)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:18"
238,IN670513-00139,DO670805-00217,866654062124737,"Catty Laos Virtual Mobile","SVK - Savan Le","352027521 - Catty Laos Virtual","352027454 - SVK - savan Le","Kerry-INEW SVK (Savanakhet)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:18"
239,IN670513-00139,DO670805-00218,866654063396532,"Catty Laos Virtual Mobile","CPS - Jk mobile3 Agent Store","352027521 - Catty Laos Virtual","352026952 - CPS - Jk mobile3 Agent Shop","Kerry-JK (Pakse)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:18"
240,IN670513-00139,DO670805-00219,866654064162073,"Catty Laos Virtual Mobile","SEK - Kuontuon mobile","352027521 - Catty Laos Virtual","352027004 - SEK - Kuontuon mobile","Kerry-ST (Sekong)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:18"
241,IN670513-00139,DO670805-00220,866654062213530,"Catty Laos Virtual Mobile","XYB - SP Computer","352027521 - Catty Laos Virtual","352027108 - XYB - SP Computer","Kerry-Siam (Xaiyabouli)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:18"
242,IN670513-00139,DO670805-00221,866654062431835,"Catty Laos Virtual Mobile","BKE - senphone","352027521 - Catty Laos Virtual","352026710 - BKE - senphone","Kerry-LH (Bokeo)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:18"
243,IN670513-00139,DO670805-00222,868714067812591,"Catty Laos Virtual Mobile","LPB - Akuang","352027521 - Catty Laos Virtual","352026857 - LPB - Akuang","Kerry-QZ (Loungprabang)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:18"
244,IN670513-00139,DO670805-00223,863017060595857,"Catty Laos Virtual Mobile","LNT - Jing Fei mobile","352027521 - Catty Laos Virtual","352031929 - LNT - Jing Fei mobile","Kerry-A Yao (Loungnamtha)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:18"
245,IN670513-00139,DO670805-00224,863017060853496,"Catty Laos Virtual Mobile","BLX - Ale mobile ບໍລິຄຳໄຊ","352027521 - Catty Laos Virtual","352026731 - BLX - Ale mobile","Kerry-Awen (Thakhaek)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:18"
246,IN670513-00139,DO670805-00225,863017060438579,"Catty Laos Virtual Mobile","HPN - Hiengsone mobile","352027521 - Catty Laos Virtual","352026777 - HPN - Hiengsone mobile","Kerry - A Lei (Huaphan)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:18"
247,IN670513-00139,DO670805-00226,868714062224354,"Catty Laos Virtual Mobile","XKH - Kong mobile","352027521 - Catty Laos Virtual","352027035 - XKH - Kong mobile","Kerry-A Hua (Xiengkhuang)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:18"
248,IN670513-00139,DO670805-00227,868714067717956,"Catty Laos Virtual Mobile","LPB - Aphing Mobile ເມືອງປາກແຊງ","352027521 - Catty Laos Virtual","352026861 - LPB - Aphing Mobile","Kerry-QZ (Loungprabang)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:18"
249,IN670513-00139,DO670805-00228,863017060446572,"Catty Laos Virtual Mobile","XKH - Ahua Mobile1 Agent Shop","352027521 - Catty Laos Virtual","352027024 - XKH - Ahua Mobile1 Agent Shop","Kerry-A Hua (Xiengkhuang)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:18"
250,IN670513-00139,DO670805-00229,869355069705497,"Catty Laos Virtual Mobile","XSB - vong mobile ໄຊສົມບູນ","352027521 - Catty Laos Virtual","352027066 - XSB - vong mobile","Kerry-Aqing (Xaisomboun)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:18"
251,IN670513-00139,DO670805-00230,868051060277930,"Catty Laos Virtual Mobile","XSB - Avone mobile","352027521 - Catty Laos Virtual","352032405 - XSB - Avone mobile","Kerry-Aqing (Xaisomboun)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:18"
252,IN670513-00139,DO670805-00231,868051060291493,"Catty Laos Virtual Mobile","XKH - F Mobile ໂພນສະຫວັນໃຕ້","352027521 - Catty Laos Virtual","352027030 - XKH - F Mobile PhoneSavanh Tai","Kerry-A Hua (Xiengkhuang)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:18"
253,IN670513-00139,DO670805-00232,868051060443474,"Catty Laos Virtual Mobile","BKE - senphone","352027521 - Catty Laos Virtual","352026710 - BKE - senphone","Kerry-LH (Bokeo)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:18"
254,IN670513-00139,DO670805-00233,869355069141552,"Catty Laos Virtual Mobile","BKE - senphone","352027521 - Catty Laos Virtual","352026710 - BKE - senphone","Kerry-LH (Bokeo)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:18"
255,IN670513-00139,DO670805-00234,869355069461075,"Catty Laos Virtual Mobile","XYB - Ou Mobile","352027521 - Catty Laos Virtual","352027094 - XYB - Ou Mobile","Kerry-Siam (Xaiyabouli)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:18"
256,IN670513-00139,DO670805-00235,868051060103011,"Catty Laos Virtual Mobile","XYB - Suly mobile","352027521 - Catty Laos Virtual","352027111 - XYB - suly mobile","Kerry-Siam (Xaiyabouli)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:18"
257,IN670513-00139,DO670805-00236,868051060283771,"Catty Laos Virtual Mobile","XYB - TL mobile","352027521 - Catty Laos Virtual","352027111 - XYB - suly mobile","Kerry-Siam (Xaiyabouli)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:18"
258,IN670513-00139,DO670805-00237,868051060443573,"Catty Laos Virtual Mobile","BKE - LH mobile3","352027521 - Catty Laos Virtual","352026708 - BKE - LH Mobile Agent Shop","Kerry-LH (Bokeo)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:18"
259,IN670513-00139,DO670805-00238,868051060443631,"Catty Laos Virtual Mobile","CPS - Jk mobile3 Agent Store","352027521 - Catty Laos Virtual","352026952 - CPS - Jk mobile3 Agent Shop","Kerry-JK (Pakse)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:18"
260,IN670513-00139,DO670805-00239,869355069145413,"Catty Laos Virtual Mobile","XSB - vong mobile ໄຊສົມບູນ","352027521 - Catty Laos Virtual","352027066 - XSB - vong mobile","Kerry-Aqing (Xaisomboun)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:18"
261,IN670513-00139,DO670805-00240,869355069465050,"Catty Laos Virtual Mobile","BKE - LF Mobile2","352027521 - Catty Laos Virtual","352031627 - BKE - LF Mobile1","Kerry-LH (Bokeo)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:18"
262,IN670513-00139,DO670805-00241,868051060260399,"Catty Laos Virtual Mobile","BKE - He Mobile2","352027521 - Catty Laos Virtual","352026704 - BKE - He Mobile1 HuyXaiy","Kerry-LH (Bokeo)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:18"
263,IN670513-00139,DO670805-00242,868051060284878,"Catty Laos Virtual Mobile","XYB - TL mobile","352027521 - Catty Laos Virtual","352027111 - XYB - suly mobile","Kerry-Siam (Xaiyabouli)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:18"
264,IN670513-00139,DO670805-00243,868051060443292,"Catty Laos Virtual Mobile","BKE - TP mobile","352027521 - Catty Laos Virtual","352032506 - BKE - TP mobile","Kerry-LH (Bokeo)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:18"
265,IN670513-00139,DO670805-00244,868051060447491,"Catty Laos Virtual Mobile","CPS - Tuong phone ຈຳປາສັກ","352027521 - Catty Laos Virtual","352026975 - CPS - Tuong phone","Kerry-JK (Pakse)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:18"
266,IN670513-00139,DO670805-00245,869355069410478,"Catty Laos Virtual Mobile","XYB - Siam Mobile Agent Store","352027521 - Catty Laos Virtual","352027105 - XYB - Siam Mobile Agent Shop","Kerry-Siam (Xaiyabouli)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:18"
267,IN670513-00139,DO670805-00246,869496062060652,"Catty Laos Virtual Mobile","HPN - Ashang mobile","352027521 - Catty Laos Virtual","352026774 - HPN - Ashang mobile","Kerry - A Lei (Huaphan)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:18"
268,IN670513-00139,DO670805-00247,868908069684657,"Catty Laos Virtual Mobile","BKE - oppo muang meung","352027521 - Catty Laos Virtual","352026704 - BKE - He Mobile1 HuyXaiy","Kerry-LH (Bokeo)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:18"
269,IN670513-00139,DO670805-00248,869496062312491,"Catty Laos Virtual Mobile",BKE - A mobile,"352027521 - Catty Laos Virtual","352031983 - BKE - A mobile","Kerry-LH (Bokeo)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:18"
270,IN670513-00139,DO670805-00249,868908069690217,"Catty Laos Virtual Mobile","LPB - Ahua mobile ນ້ຳບາກ","352027521 - Catty Laos Virtual","352026855 - LPB - Ahua mobile Nambark","Kerry-QZ (Loungprabang)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:18"
271,IN670513-00139,DO670805-00250,868908063263631,"Catty Laos Virtual Mobile","LPB - Aea mobile ຫຼວງພະບາງ","352027521 - Catty Laos Virtual","352026852 - LPB - Aea mobile","Kerry-QZ (Loungprabang)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:18"
272,IN670513-00139,DO670805-00251,868908069562358,"Catty Laos Virtual Mobile","LPB - Ajoi Mobile 1 ຫຼວງພະບາງ","352027521 - Catty Laos Virtual","352026856 - LPB - Ajoi Viengkham","Kerry-QZ (Loungprabang)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:18"
273,IN670513-00139,DO670805-00252,864951061607098,"Catty Laos Virtual Mobile","LPB - Akuang","352027521 - Catty Laos Virtual","352026857 - LPB - Akuang","Kerry-QZ (Loungprabang)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:18"
274,IN670513-00139,DO670805-00253,862774061695299,"Catty Laos Virtual Mobile","LPB - AN10","352027521 - Catty Laos Virtual","352031626 - LPB - AN2","Kerry-QZ (Loungprabang)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:18"
275,IN670513-00139,DO670805-00254,862774061692098,"Catty Laos Virtual Mobile","HPN - ALei Mobile 2 Agent Store","352027521 - Catty Laos Virtual","352026764 - HPN - A Lei Mobile2 Agent (Huaphan)","Kerry - A Lei (Huaphan)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:18"
276,IN670513-00139,DO670805-00255,862774061521610,"Catty Laos Virtual Mobile","BKE - Lao fix phone","352027521 - Catty Laos Virtual","352026705 - BKE - Lao fix phone","Kerry-LH (Bokeo)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:18"
277,IN670513-00139,DO670805-00256,862774061760713,"Catty Laos Virtual Mobile","LPB - LTH Mobile","352027521 - Catty Laos Virtual","352031775 - LPB - LTH Mobile","Kerry-QZ (Loungprabang)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:18"
278,IN670513-00139,DO670805-00257,862774061954993,"Catty Laos Virtual Mobile","LPB - Aferng","352027521 - Catty Laos Virtual","352026854 - LPB - Aferng","Kerry-QZ (Loungprabang)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:18"
279,IN670513-00139,DO670805-00258,862774061521636,"Catty Laos Virtual Mobile","BKE - senphone","352027521 - Catty Laos Virtual","352026710 - BKE - senphone","Kerry-LH (Bokeo)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:18"
280,IN670513-00139,DO670805-00259,862774061946536,"Catty Laos Virtual Mobile","XKH - Douang mobile3 ຊຽງຂວາງ","352027521 - Catty Laos Virtual","352027029 - XKH - Douang mobile3","Kerry-A Hua (Xiengkhuang)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:18"
281,IN670513-00139,DO670805-00260,862774060868913,"Catty Laos Virtual Mobile","XKH - Douang mobile3 ຊຽງຂວາງ","352027521 - Catty Laos Virtual","352027029 - XKH - Douang mobile3","Kerry-A Hua (Xiengkhuang)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:18"
282,IN670513-00139,DO670805-00261,862774061521651,"Catty Laos Virtual Mobile","BKE - Lao fix phone","352027521 - Catty Laos Virtual","352026705 - BKE - Lao fix phone","Kerry-LH (Bokeo)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:18"
283,IN670513-00139,DO670805-00262,862780063309698,"Catty Laos Virtual Mobile","BKE - LH Mobile1 Agent Store","352027521 - Catty Laos Virtual","352026708 - BKE - LH Mobile Agent Shop","Kerry-LH (Bokeo)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:18"
284,IN670513-00139,DO670805-00263,862774061568793,"Catty Laos Virtual Mobile","BKE - senphone","352027521 - Catty Laos Virtual","352026710 - BKE - senphone","Kerry-LH (Bokeo)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:18"
285,IN670513-00139,DO670805-00264,863648063593174,"Catty Laos Virtual Mobile","BKE - Jaiy Lee mobile","352027521 - Catty Laos Virtual","352031933 - BKE - Jaiy Lee mobile","Kerry-LH (Bokeo)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:18"
286,IN670513-00139,DO670805-00265,861042063796734,"Catty Laos Virtual Mobile","CPS - JL mobile","352027521 - Catty Laos Virtual","352026953 - CPS - Jk mobile4 Sanamxai","Kerry-JK (Pakse)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:18"
287,IN670513-00139,DO670805-00266,865055066174317,"Catty Laos Virtual Mobile","LPB - Sonkua","352027521 - Catty Laos Virtual","352026888 - LPB - Sonkua","Kerry-QZ (Loungprabang)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:18"
288,IN670513-00139,DO670805-00267,865055069471876,"Catty Laos Virtual Mobile","VT1 - ATL1 Nongchan","352027521 - Catty Laos Virtual","352027174 - VT1 - ATL1 Nongchan","WH - Stock OPPO (Mark)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:18"
289,IN670513-00139,DO670805-00268,865055069277836,"Catty Laos Virtual Mobile","HPN - Awen Mobile","352027521 - Catty Laos Virtual","352026775 - HPN - Awen Mobile","Kerry - A Lei (Huaphan)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:18"
290,IN670513-00139,DO670805-00269,865055066179993,"Catty Laos Virtual Mobile","HPN - Alei Mobile 4","352027521 - Catty Laos Virtual","352026764 - HPN - A Lei Mobile2 Agent (Huaphan)","Kerry - A Lei (Huaphan)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:18"
291,IN670513-00139,DO670805-00270,865055069276937,"Catty Laos Virtual Mobile",KAM - Pingjia Mobile,"352027521 - Catty Laos Virtual","352031943 - KAM - Pingjia Mobile","Kerry-Awen (Thakhaek)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:18"
292,IN670513-00139,DO670805-00271,867528073044010,"Catty Laos Virtual Mobile","LNT - Ayao mobile1 Agent Store","352027521 - Catty Laos Virtual","352032043 - LNT - Aqing mobile","Kerry-A Yao (Loungnamtha)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:18"
