No.,"INVOICE NUMBER","DO NUMBER",IMEI,"STORE TRANFER ( IN )","STORE TRANFER ( OUT )","DISTRIBUTOR / WAREHOUSE ( IN )","DISTRIBUTOR / WAREHOUSE ( OUT )",WAREHOUSE,REMARK,"CREATED BY",TIME
582,IN670609-00004,DO670619-00010,863671064774775,"ODX - Songhua mobile","ODX - Abao mobile1 Agent Store","352026925 - ODX - Songhua mobile","352026897 - ODX - Abao mobile1 Agent Shop","Kerry-A BAO (Oudomxai)","N145 Approval No.：202406181552000044854",Admin,"2024-06-19 17:06:32"
583,IN670609-00004,DO670619-00011,863671065191771,"ODX - Songhua mobile","ODX - Abao mobile1 Agent Store","352026925 - ODX - Songhua mobile","352026897 - ODX - Abao mobile1 Agent Shop","Kerry-A BAO (Oudomxai)","N145 Approval No.：202406181552000044854",Admin,"2024-06-19 17:06:32"
584,IN670609-00004,DO670619-00012,866654064122531,"ODX - Songhua mobile","ODX - Abao mobile1 Agent Store","352026925 - ODX - Songhua mobile","352026897 - ODX - Abao mobile1 Agent Shop","Kerry-A BAO (Oudomxai)","N145 Approval No.：202406181552000044854",Admin,"2024-06-19 17:06:32"
585,IN670609-00004,DO670619-00013,867993076515418,"ODX - Songhua mobile","ODX - Abao mobile1 Agent Store","352026925 - ODX - Songhua mobile","352026897 - ODX - Abao mobile1 Agent Shop","Kerry-A BAO (Oudomxai)","N145 Approval No.：202406181552000044854",Admin,"2024-06-19 17:06:32"
586,IN670609-00004,DO670619-00014,867993076515475,"ODX - Songhua mobile","ODX - Abao mobile1 Agent Store","352026925 - ODX - Songhua mobile","352026897 - ODX - Abao mobile1 Agent Shop","Kerry-A BAO (Oudomxai)","N145 Approval No.：202406181552000044854",Admin,"2024-06-19 17:06:32"
587,IN670506-00059,DO670619-00015,866654063868217,"BKE - TP mobile","BKE - Sak mobile","352032506 - BKE - TP mobile","352032027 - BKE - Sak mobile","Kerry-LH (Bokeo)","N2646 Approval No.：202406191135000497666",Admin,"2024-06-19 17:06:28"
588,,DO670619-00016,862780063435675,"ATP - Ata mobile4","ATP - Asun mobile ອັດຕະປື","352026684 - ATP - Ata mobile1 Agent Shop","352026683 - ATP - Asun mobile","Kerry-ATA (Attapue)","N2740 Approval No.：202406191306000129829",Admin,"2024-06-19 17:06:09"
589,IN670513-00216,DO670619-00017,867993074502699,"LNT - SP mobile","LNT - Aping mobile ຫຼວງນ້ຳທາ","352032221 - LNT - SP mobile","352026838 - LNT - Aping mobile","Kerry-A Yao (Loungnamtha)","N390 Approval No.：202406191805000400835",Admin,"2024-06-19 17:06:48"
590,,DO670620-00001,867003069319115,"VT1 - ComCom Mobile","VT1 - PJ","352027194 - VT1 - ComCom Mobile","352027273 - VT1 - PJ","WH - Stock OPPO (Mark)",,M20180315,"2024-06-20 08:06:10"
591,IN670514-00167,DO670620-00002,867993074535913,"VT1 - ComCom Mobile","VT1 - SomSay","352027194 - VT1 - ComCom Mobile","352027294 - VT1 - SomSay","WH - Stock OPPO (Mark)",,M20180315,"2024-06-20 08:06:00"
592,,DO670620-00003,862774061523632,"VT1 - Ting1","VT1 - Folder shop","352027314 - VT1 - Ting1","352027204 - VT1 - Folder shop","WH - Stock OPPO (Mark)",,M20180315,"2024-06-20 08:06:44"
593,IN670620-00043,DO670620-00004,866227060620731,"VT1 - 63 Mobile","VT1 - icare","352027122 - VT1 - 63 Mobile","352027214 - VT1 - icare","WH - Stock OPPO (Mark)",,M20180315,"2024-06-20 11:06:19"
594,IN670620-00043,DO670620-00005,866227060623370,"VT1 - 63 Mobile","VT1 - icare","352027122 - VT1 - 63 Mobile","352027214 - VT1 - icare","WH - Stock OPPO (Mark)",,M20180315,"2024-06-20 11:06:09"
595,IN670620-00043,DO670620-00006,866227060621473,"VT1 - 63 Mobile","VT1 - icare","352027122 - VT1 - 63 Mobile","352027214 - VT1 - icare","WH - Stock OPPO (Mark)",,M20180315,"2024-06-20 11:06:50"
596,,DO670620-00007,860306074429556,"CPS - AK mobile","CPS - Ang pao","352032264 - CPS - AK mobile","352026939 - CPS - Ang pao","Kerry-JK (Pakse)","N2606 Approval No.：202406201029000492878",Admin,"2024-06-20 13:06:26"
597,IN670606-00108,DO670620-00008,862774061568678,"BKE - Sak mobile","BKE - oppo muang meung","352032027 - BKE - Sak mobile","352026704 - BKE - He Mobile1 HuyXaiy","Kerry-LH (Bokeo)","N2646 Approval No.：202406200916000569664",Admin,"2024-06-20 13:06:27"
598,IN670606-00115,DO670620-00009,862774061558190,"BKE - Sak mobile","BKE - senphone","352032027 - BKE - Sak mobile","352026710 - BKE - senphone","Kerry-LH (Bokeo)","N2646 Approval No.：202406200910000121297",Admin,"2024-06-20 13:06:36"
599,,DO670620-00010,865055065356113,"ODX - Abao mobile1 Agent Store","ODX - Axi Mobile","352026897 - ODX - Abao mobile1 Agent Shop","352026907 - ODX - Axi Mobile","Kerry-A BAO (Oudomxai)","N145 Approval No.：202406201158000402471",Admin,"2024-06-20 13:06:31"
600,,DO670620-00011,866067060130756,"XKH - YH mobile2","XKH - Mai mobile2","352032239 - XKH - YH mobile","352027039 - XKH - Mai mobile Numeum","Kerry-A Hua (Xiengkhuang)","N2545 Approval No.：202406201201000032757",Admin,"2024-06-20 13:06:08"
601,IN670602-00006,DO670620-00012,865055069576294,"SVK - boy mobile","SVK - Meuang Phine mobile","352027405 - SVK - boy mobile","352027437 - SVK - Meuang Phine mobile","Kerry-INEW SVK (Savanakhet)","N2471 Approval No.：202406201338000046077",Admin,"2024-06-20 13:06:39"
602,IN670606-00058,DO670620-00013,862774061954191,"BLX - Afang mobile Khamkert","KAM - Ammuna Mobile","352026726 - BLX - Afang Mobile Nongpong","352026797 - KAM - Ammuna Mobile","Kerry-Awen (Thakhaek)","N651 Approval No.：202406201445000069298",Admin,"2024-06-20 13:06:26"
603,IN670606-00062,DO670620-00014,862774061954092,"BLX - Afang mobile Khamkert",KAM - Pingjia Mobile,"352026726 - BLX - Afang Mobile Nongpong","352031943 - KAM - Pingjia Mobile","Kerry-Awen (Thakhaek)","N651 Approval No.：202406201443000474333",Admin,"2024-06-20 13:06:09"
604,,DO670620-00015,867003065486116,"LNT - SP mobile","LNT - Airnice mobile","352032221 - LNT - SP mobile","352026837 - LNT - AirNice mobile","Kerry-A Yao (Loungnamtha)","N390 Approval No.：202406201455000173407",Admin,"2024-06-20 14:06:08"
605,IN670617-00056,DO670620-00016,867528073510838,"BLX - Afuo ຈອມທອງ","BLX - Yin mobile ຄຳເກີດ","352026728 - BLX - Afou ViengThong","352026763 - BLX - Yin mobile","Kerry-Awen (Thakhaek)","N651 Approval No.：202406201452000268720",Admin,"2024-06-20 14:06:19"
606,IN670603-00049,DO670620-00017,862774061953235,"BLX - Afang mobile Khamkert","BLX - A aung mobile","352026726 - BLX - Afang Mobile Nongpong","352026715 - BLX - A aung mobile","Kerry-Awen (Thakhaek)","N651 Approval No.：202406201447000570986",Admin,"2024-06-20 14:06:10"
607,IN670606-00068,DO670620-00018,862774061954134,"BLX - Afang mobile Khamkert","KAM - Vanhxai mobile","352026726 - BLX - Afang Mobile Nongpong","352026833 - KAM - Vanhxai mobile","Kerry-Awen (Thakhaek)","N651 Approval No.：202406201446000354546",Admin,"2024-06-20 14:06:52"
608,IN670614-00001,DO670621-00001,865073061978178,"ATP - Than mobile","ATP - Dai mobile1","352026696 - ATP - Than mobile","352026686 - ATP - Dai mobile","Kerry-ATA (Attapue)","N2740 Approval No.：202406201552000444300",Admin,"2024-06-21 10:06:34"
609,IN670604-00048,DO670621-00002,863671064251097,"LNT - Jumbo mobile","LNT - Ayao mobile1 Agent Store","352032136 - LNT - Jumbo mobile","352026840 - LNT - Ayao mobile1 Agent Shop","Kerry-A Yao (Loungnamtha)","N2558 Approval No.：202406201617000296864",Admin,"2024-06-21 10:06:21"
610,IN670526-00037,DO670621-00003,865055069576054,"SVK - Meesukphone1","SVK - TN phone2","352027435 - SVK - Meesukphone1 OudomSouk","352027400 - SVK - Atuan mobile","Kerry-INEW SVK (Savanakhet)","N2471 Approval No.：202406201903000337697",Admin,"2024-06-21 10:06:12"
611,IN670615-00011,DO670621-00004,867528073511810,"SVK - INEW Savan1 Agent Store","SVK - Phitsamai OA2","352027416 - SVK - INEW Savan1 Agent Shop","352027448 - SVK - Phitsamai OA1","Kerry-INEW SVK (Savanakhet)","N518 Approval No.：202406211008000141395",Admin,"2024-06-21 10:06:02"
612,IN670605-00076,DO670621-00005,862774061954076,"SVK - INEW Savan1 Agent Store","SVK - Savanh phone1","352027416 - SVK - INEW Savan1 Agent Shop","352027456 - SVK - Savanhphone","Kerry-INEW SVK (Savanakhet)","N518 Approval No.：202406211004000072530",Admin,"2024-06-21 10:06:41"
613,IN670613-00062,DO670621-00006,868800071749778,"SVK - TN phone2","SVK - INEW Savan1 Agent Store","352027400 - SVK - Atuan mobile","352027416 - SVK - INEW Savan1 Agent Shop","Kerry-INEW SVK (Savanakhet)","N518 Approval No.：202406211017000322696",Admin,"2024-06-21 10:06:50"
614,IN670609-00004,DO670621-00007,863671065921672,"ODX - Songhua mobile","ODX - Abao mobile1 Agent Store","352026925 - ODX - Songhua mobile","352026897 - ODX - Abao mobile1 Agent Shop","Kerry-A BAO (Oudomxai)","N145 Approval No.：202406210939000249376",Admin,"2024-06-21 10:06:10"
615,IN670609-00004,DO670621-00008,863671065917092,"ODX - Songhua mobile","ODX - Abao mobile1 Agent Store","352026925 - ODX - Songhua mobile","352026897 - ODX - Abao mobile1 Agent Shop","Kerry-A BAO (Oudomxai)","N145 Approval No.：202406210939000249376",Admin,"2024-06-21 10:06:10"
616,IN670609-00004,DO670621-00009,863671065921458,"ODX - Songhua mobile","ODX - Abao mobile1 Agent Store","352026925 - ODX - Songhua mobile","352026897 - ODX - Abao mobile1 Agent Shop","Kerry-A BAO (Oudomxai)","N145 Approval No.：202406210939000249376",Admin,"2024-06-21 10:06:10"
617,IN670609-00004,DO670621-00010,863671064269610,"ODX - Songhua mobile","ODX - Abao mobile1 Agent Store","352026925 - ODX - Songhua mobile","352026897 - ODX - Abao mobile1 Agent Shop","Kerry-A BAO (Oudomxai)","N145 Approval No.：202406210939000249376",Admin,"2024-06-21 10:06:10"
618,IN670609-00004,DO670621-00011,863671064269453,"ODX - Songhua mobile","ODX - Abao mobile1 Agent Store","352026925 - ODX - Songhua mobile","352026897 - ODX - Abao mobile1 Agent Shop","Kerry-A BAO (Oudomxai)","N145 Approval No.：202406210939000249376",Admin,"2024-06-21 10:06:10"
619,IN670609-00004,DO670621-00012,863671064269511,"ODX - Songhua mobile","ODX - Abao mobile1 Agent Store","352026925 - ODX - Songhua mobile","352026897 - ODX - Abao mobile1 Agent Shop","Kerry-A BAO (Oudomxai)","N145 Approval No.：202406210939000249376",Admin,"2024-06-21 10:06:10"
620,IN670609-00004,DO670621-00013,866654063957036,"ODX - Songhua mobile","ODX - Abao mobile1 Agent Store","352026925 - ODX - Songhua mobile","352026897 - ODX - Abao mobile1 Agent Shop","Kerry-A BAO (Oudomxai)","N145 Approval No.：202406210939000249376",Admin,"2024-06-21 10:06:10"
621,IN670609-00004,DO670621-00014,866654063957259,"ODX - Songhua mobile","ODX - Abao mobile1 Agent Store","352026925 - ODX - Songhua mobile","352026897 - ODX - Abao mobile1 Agent Shop","Kerry-A BAO (Oudomxai)","N145 Approval No.：202406210939000249376",Admin,"2024-06-21 10:06:10"
622,IN670609-00004,DO670621-00015,867993076514536,"ODX - Songhua mobile","ODX - Abao mobile1 Agent Store","352026925 - ODX - Songhua mobile","352026897 - ODX - Abao mobile1 Agent Shop","Kerry-A BAO (Oudomxai)","N145 Approval No.：202406210939000249376",Admin,"2024-06-21 10:06:10"
623,IN670609-00004,DO670621-00016,867993076515517,"ODX - Songhua mobile","ODX - Abao mobile1 Agent Store","352026925 - ODX - Songhua mobile","352026897 - ODX - Abao mobile1 Agent Shop","Kerry-A BAO (Oudomxai)","N145 Approval No.：202406210939000249376",Admin,"2024-06-21 10:06:10"
624,IN670606-00105,DO670621-00017,862774061523574,"BKE - Sak mobile","BKE - Lar Mobile","352032027 - BKE - Sak mobile","352026707 - BKE - Lar Mobile","Kerry-LH (Bokeo)","N2646 Approval No.：202406210920000128314",Admin,"2024-06-21 10:06:13"
625,IN670606-00109,DO670621-00018,862774061521693,"BKE - Sak mobile","BKE - AQi Mobile1","352032027 - BKE - Sak mobile","352026702 - BKE - AQi Mobile","Kerry-LH (Bokeo)","N2646 Approval No.：202406210917000185656",Admin,"2024-06-21 10:06:18"
626,IN670606-00107,DO670621-00019,862774061521271,"BKE - Sak mobile","BKE - Yai Mobile","352032027 - BKE - Sak mobile","352026714 - BKE - Yai Mobile","Kerry-LH (Bokeo)","N2646 Approval No.：202406210913000434955",Admin,"2024-06-21 10:06:15"
627,,DO670622-00001,867003065655330,"XSB - Boy mobile","XSB - Aqing mobile2 Agent Store","352032254 - XSB - Boy mobile","352027051 - XSB - Aqing Agent Shop","Kerry-Aqing (Xaisomboun)","N2544 Approval No.：202406211150000551728",Admin,"2024-06-22 13:06:12"
628,,DO670622-00002,865055069474292,"BLX - Ahua mobile ຄຳເກີດ","BLX - Akhai mobile 1","352026729 - BLX - Ahua mobile","352026730 - BLX - Akhai mobile 1","Kerry-Awen (Thakhaek)","N651 Approval No.：202406211209000235248",Admin,"2024-06-22 13:06:55"
629,IN670615-00084,DO670622-00003,866227060859636,"LPB - Onchan Mobile","LPB - QZ Mobile Agent Store","352026882 - LPB - Onchan Mobile","352026885 - LPB - QZ Mobile Agent Shop","Kerry-QZ (Loungprabang)","N0231 Approval No.：202406211230000272092",Admin,"2024-06-22 13:06:41"
630,IN670615-00084,DO670622-00004,866227060859537,"LPB - Onchan Mobile","LPB - QZ Mobile Agent Store","352026882 - LPB - Onchan Mobile","352026885 - LPB - QZ Mobile Agent Shop","Kerry-QZ (Loungprabang)","N0231 Approval No.：202406211230000272092",Admin,"2024-06-22 13:06:41"
631,IN670620-00071,DO670622-00005,866654064887992,"LPB - Onchan Mobile","LPB - LTH Mobile","352026882 - LPB - Onchan Mobile","352031775 - LPB - LTH Mobile","Kerry-QZ (Loungprabang)","N0231 Approval No.：202406211241000095790",Admin,"2024-06-22 13:06:21"
632,,DO670622-00006,865055066179670,"ODX - Songhua mobile","ODX - Abao mobile1 Agent Store","352026925 - ODX - Songhua mobile","352026897 - ODX - Abao mobile1 Agent Shop","Kerry-A BAO (Oudomxai)","N145 Approval No.：202406211647000543944",Admin,"2024-06-22 13:06:02"
633,IN670503-00054,DO670622-00007,867528073508097,"CPS - Jk mobile3 Agent Store","CPS - Happy 1","352026952 - CPS - Jk mobile3 Agent Shop","352026949 - CPS - Happy 1","Kerry-JK (Pakse)","N2034 Approval No.：202406211642000110990",Admin,"2024-06-22 13:06:40"
634,IN670507-00042,DO670622-00008,866654063453937,"SEK - Vankham mobile","SEK - ST Mobile3","352031510 - SEK - Vankham mobile","352031994 - SEK - ST Mobile2 Agent Shop","Kerry-ST (Sekong)","N1535 Approval No.：202406211734000445549",Admin,"2024-06-22 13:06:30"
635,IN670512-00007,DO670622-00009,867528072907670,"LNT - KP mobile1","LNT - SP mobile","352026844 - LNT - KP mobile1","352032221 - LNT - SP mobile","Kerry-A Yao (Loungnamtha)","N390 Approval No.：202406211759000566136",Admin,"2024-06-22 13:06:08"
636,,DO670622-00010,860306074495839,"LNT - KP mobile1","LNT - Aping mobile ຫຼວງນ້ຳທາ","352026844 - LNT - KP mobile1","352026838 - LNT - Aping mobile","Kerry-A Yao (Loungnamtha)","N390 Approval No.：202406211758000391065",Admin,"2024-06-22 13:06:44"
637,,DO670622-00011,867003068626452,"LNT - SP mobile","LNT - Aping mobile ຫຼວງນ້ຳທາ","352032221 - LNT - SP mobile","352026838 - LNT - Aping mobile","Kerry-A Yao (Loungnamtha)","N390 Approval No.：202406211755000458378",Admin,"2024-06-22 13:06:25"
638,,DO670622-00012,860306074486911,"HPN - Alei mobile 3","HPN - Adian Mobile1","352026764 - HPN - A Lei Mobile2 Agent (Huaphan)","352026767 - HPN - Adian Mobile1","Kerry - A Lei (Huaphan)","N1988 Approval No.：202406211440000290124",Admin,"2024-06-22 13:06:24"
639,IN670514-00136,DO670622-00013,867993074221472,"XKH - Ahua Mobile1 Agent Shop","XKH - Vanhkham mobile1","352027024 - XKH - Ahua Mobile1 Agent Shop","352027045 - XKH - Vanhkham mobile","Kerry-A Hua (Xiengkhuang)","N2545 Approval No.：202406211758000143569",Admin,"2024-06-22 13:06:06"
640,IN670609-00018,DO670622-00014,865073061887676,"KAM - Vanhxai mobile","KAM - Pasouk mobile","352026833 - KAM - Vanhxai mobile","352026821 - KAM - Pasouk mobile","Kerry-Awen (Thakhaek)","N2332 Approval No.：202406221032000354184",Admin,"2024-06-22 13:06:02"
641,IN670609-00018,DO670622-00015,865073061887973,"KAM - Vanhxai mobile","KAM - Pasouk mobile","352026833 - KAM - Vanhxai mobile","352026821 - KAM - Pasouk mobile","Kerry-Awen (Thakhaek)","N2332 Approval No.：202406221032000354184",Admin,"2024-06-22 13:06:02"
642,IN670609-00018,DO670622-00016,865073061887759,"KAM - Vanhxai mobile","KAM - Pasouk mobile","352026833 - KAM - Vanhxai mobile","352026821 - KAM - Pasouk mobile","Kerry-Awen (Thakhaek)","N2332 Approval No.：202406221032000354184",Admin,"2024-06-22 13:06:02"
643,IN670609-00018,DO670622-00017,865073061887353,"KAM - Vanhxai mobile","KAM - Pasouk mobile","352026833 - KAM - Vanhxai mobile","352026821 - KAM - Pasouk mobile","Kerry-Awen (Thakhaek)","N2332 Approval No.：202406221032000354184",Admin,"2024-06-22 13:06:02"
644,IN670609-00018,DO670622-00018,865073061887916,"KAM - Vanhxai mobile","KAM - Pasouk mobile","352026833 - KAM - Vanhxai mobile","352026821 - KAM - Pasouk mobile","Kerry-Awen (Thakhaek)","N2332 Approval No.：202406221032000354184",Admin,"2024-06-22 13:06:02"
645,IN670516-00056,DO670622-00019,863671064680139,"XSB - Heliuping mobile","XSB - Aqing mobile2 Agent Store","352032533 - XSB - Heliuping mobile","352027051 - XSB - Aqing Agent Shop","Kerry-Aqing (Xaisomboun)","N2544 Approval No.：202406221150000361299",Admin,"2024-06-22 13:06:16"
646,IN670516-00056,DO670622-00020,863671065019550,"XSB - Heliuping mobile","XSB - Aqing mobile2 Agent Store","352032533 - XSB - Heliuping mobile","352027051 - XSB - Aqing Agent Shop","Kerry-Aqing (Xaisomboun)","N2544 Approval No.：202406221150000361299",Admin,"2024-06-22 13:06:16"
647,IN670525-00044,DO670622-00021,863671065080859,"BLX - PV mobile","BLX - Azine mobile ບໍລຶຄຳໄຊ","352026755 - BLX - PV mobile","352026743 - BLX - Azine mobile Borlikhamxai","Kerry-Awen (Thakhaek)","N2050 Approval No.：202406221247000172998",Admin,"2024-06-22 13:06:24"
648,IN670610-00126,DO670622-00022,867993076515137,"ATP - Ata mobile4","ATP - Kheung Mobile ອັດຕະປື","352026684 - ATP - Ata mobile1 Agent Shop","352026692 - ATP - Kheung Mobile","Kerry-ATA (Attapue)","N2740 Approval No.：202406221449000485338",Admin,"2024-06-22 15:06:08"
649,IN670622-00081,DO670624-00001,866227061002079,"LPB - QZ Mobile Agent Store","LPB - HX","352026885 - LPB - QZ Mobile Agent Shop","352026874 - LPB - HX","Kerry-QZ (Loungprabang)","N0231 Approval No.：202406221643000233854",Admin,"2024-06-24 09:06:37"
650,,DO670624-00002,867003065357051,"ODX - Abao mobile1 Agent Store","ODX - Agui mobile","352026897 - ODX - Abao mobile1 Agent Shop","352032071 - ODX - Agui mobile","Kerry-A BAO (Oudomxai)","N145 Approval No.：202406231043000494391",Admin,"2024-06-24 09:06:30"
651,,DO670624-00003,866155066310157,"LNT - SP mobile","LNT - Airnice mobile","352032221 - LNT - SP mobile","352026837 - LNT - AirNice mobile","Kerry-A Yao (Loungnamtha)","N390 Approval No.：202406230938000094881",Admin,"2024-06-24 09:06:20"
652,,DO670624-00004,868714062470296,"LNT - SP mobile","LNT - Airnice mobile","352032221 - LNT - SP mobile","352026837 - LNT - AirNice mobile","Kerry-A Yao (Loungnamtha)","N390 Approval No.：202406230938000094881",Admin,"2024-06-24 09:06:20"
653,IN670617-00056,DO670624-00005,867528073510838,"BLX - Afuo mobile ຄຳເກີດ","BLX - Afuo ຈອມທອງ","352026730 - BLX - Akhai mobile 1","352026728 - BLX - Afou ViengThong","Kerry-Awen (Thakhaek)","N651 Approval No.：202406231332000461171",Admin,"2024-06-24 09:06:27"
654,IN670622-00008,DO670624-00006,863671069970618,"VT1 - 63 Mobile","VT1 - icare","352027122 - VT1 - 63 Mobile","352027214 - VT1 - icare","WH - Stock OPPO (Mark)",,M20180315,"2024-06-24 09:06:29"
655,IN670622-00008,DO670624-00007,863671069970691,"VT1 - 63 Mobile","VT1 - icare","352027122 - VT1 - 63 Mobile","352027214 - VT1 - icare","WH - Stock OPPO (Mark)",,M20180315,"2024-06-24 09:06:29"
656,,DO670624-00008,860306074498833,"LNT - Noy mobile1 ຊຽງແລ້","LNT - SP mobile","352026846 - LNT - Noy mobile Xienglea","352032221 - LNT - SP mobile","Kerry-A Yao (Loungnamtha)","N390 Approval No.：202406231611000487479",Admin,"2024-06-24 09:06:40"
657,IN670622-00008,DO670624-00009,863671068926611,"VT1 - 63 Mobile","VT1 - icare","352027122 - VT1 - 63 Mobile","352027214 - VT1 - icare","WH - Stock OPPO (Mark)",,M20180315,"2024-06-24 09:06:13"
658,IN670622-00008,DO670624-00010,867993076966553,"VT1 - 63 Mobile","VT1 - icare","352027122 - VT1 - 63 Mobile","352027214 - VT1 - icare","WH - Stock OPPO (Mark)",,M20180315,"2024-06-24 09:06:13"
659,IN670615-00057,DO670624-00011,860306074486291,"VT1 - 63 Mobile","VT1 - icare","352027122 - VT1 - 63 Mobile","352027214 - VT1 - icare","WH - Stock OPPO (Mark)",,M20180315,"2024-06-24 09:06:11"
660,IN670615-00057,DO670624-00012,867993076599933,"VT1 - 63 Mobile","VT1 - icare","352027122 - VT1 - 63 Mobile","352027214 - VT1 - icare","WH - Stock OPPO (Mark)",,M20180315,"2024-06-24 09:06:11"
661,IN670614-00001,DO670624-00013,865073061974250,"ATP - Than mobile","ATP - Dai mobile1","352026696 - ATP - Than mobile","352026686 - ATP - Dai mobile","Kerry-ATA (Attapue)",s,Admin,"2024-06-24 14:06:25"
662,IN670606-00110,DO670624-00014,862774061568637,"BKE - Sak mobile","BKE - ComSan Smartphon","352032027 - BKE - Sak mobile","352026703 - BKE - ComSan Smartphon","Kerry-LH (Bokeo)",s,Admin,"2024-06-24 14:06:51"
663,IN670606-00112,DO670624-00015,862774061949977,"BKE - Sak mobile","BKE - Laowu Mobile","352032027 - BKE - Sak mobile","352026706 - BKE - Laowu Mobile","Kerry-LH (Bokeo)",s,Admin,"2024-06-24 14:06:03"
664,IN670603-00019,DO670624-00016,866654064121434,"XSB - Mao mobile ໄຊສົມບູນ","XSB - Aqing mobile2 Agent Store","352027057 - XSB - Mao mobile","352027051 - XSB - Aqing Agent Shop","Kerry-Aqing (Xaisomboun)",s,Admin,"2024-06-24 14:06:47"
665,,DO670624-00017,867003065345494,"ODX - Agui mobile","ODX - Agui mobile","352032071 - ODX - Agui mobile","352032071 - ODX - Agui mobile","Kerry-A BAO (Oudomxai)",s,Admin,"2024-06-24 14:06:42"
666,,DO670624-00018,867003065351013,"ODX - Agui mobile","ODX - Agui mobile","352032071 - ODX - Agui mobile","352032071 - ODX - Agui mobile","Kerry-A BAO (Oudomxai)",s,Admin,"2024-06-24 14:06:42"
667,,DO670624-00019,867003065357093,"ODX - Agui mobile","ODX - Agui mobile","352032071 - ODX - Agui mobile","352032071 - ODX - Agui mobile","Kerry-A BAO (Oudomxai)",s,Admin,"2024-06-24 14:06:42"
668,IN670607-00088,DO670624-00020,867993074217595,"KAM - Afei mobile","KAM - Afei mobile","352031602 - KAM - Afei mobile","352031602 - KAM - Afei mobile","Kerry-Awen (Thakhaek)",s,Admin,"2024-06-24 15:06:33"
669,IN670518-00062,DO670624-00021,863671065030573,"LNT - SP mobile","LNT - Aping mobile ຫຼວງນ້ຳທາ","352032221 - LNT - SP mobile","352026838 - LNT - Aping mobile","Kerry-A Yao (Loungnamtha)",s,Admin,"2024-06-24 15:06:07"
670,IN670607-00088,DO670625-00001,867993074217595,"KAM - Lao AC","KAM - Afei mobile","352026813 - KAM - Lao AC","352031602 - KAM - Afei mobile","Kerry-Awen (Thakhaek)",s,Admin,"2024-06-25 09:06:58"
671,IN670615-00011,DO670625-00002,867528073511810,"SVK - Lao AC Telecom3","SVK - INEW Savan1 Agent Store","352032176 - SVK - Lao AC Telecom3","352027416 - SVK - INEW Savan1 Agent Shop","Kerry-INEW SVK (Savanakhet)",s,Admin,"2024-06-25 14:06:31"
672,IN670517-00025,DO670625-00003,866654063956038,"KAM - Khek mobile","KAM - Awen mobile5","352026811 - KAM - Khek mobile","352026799 - KAM - Awen mobile1 Agent Shop","Kerry-Awen (Thakhaek)","N2332 Approval No.：202406241621000217179",Admin,"2024-06-25 16:06:27"
673,,DO670625-00004,865055069277778,"KAM - Vanhxai mobile","KAM - Noy mobile ຍົມມະລາດໃຕ້","352026833 - KAM - Vanhxai mobile","352026820 - KAM - Noy mobile Yoummalard","Kerry-Awen (Thakhaek)","N2332 Approval No.：202406251112000521337",Admin,"2024-06-25 16:06:06"
674,IN670515-00003,DO670625-00005,867528073175673,"PSL - PSL Mobile 4","PSL - JW Mobile4","352026989 - PSL - PSL Mobile 4","352026915 - PSL - JW mobile Agent Shop","Kerry-JW (Phonsaly)","N2681 Approval No.：202406251611000303204",Admin,"2024-06-25 16:06:33"
675,,DO670626-00001,867003065345494,"ODX - Abao mobile1 Agent Store","ODX - Agui mobile","352026897 - ODX - Abao mobile1 Agent Shop","352032071 - ODX - Agui mobile","Kerry-A BAO (Oudomxai)","N145 Approval No.：202406241301000087256",Admin,"2024-06-26 11:06:23"
676,,DO670626-00002,867003065351013,"ODX - Abao mobile1 Agent Store","ODX - Agui mobile","352026897 - ODX - Abao mobile1 Agent Shop","352032071 - ODX - Agui mobile","Kerry-A BAO (Oudomxai)","N145 Approval No.：202406241301000087256",Admin,"2024-06-26 11:06:23"
677,,DO670626-00003,867003065357093,"ODX - Abao mobile1 Agent Store","ODX - Agui mobile","352026897 - ODX - Abao mobile1 Agent Shop","352032071 - ODX - Agui mobile","Kerry-A BAO (Oudomxai)","N145 Approval No.：202406241301000087256",Admin,"2024-06-26 11:06:23"
678,IN670503-00102,DO670626-00004,866654063875295,"LNT - SP mobile","LNT - Aping mobile ຫຼວງນ້ຳທາ","352032221 - LNT - SP mobile","352026838 - LNT - Aping mobile","Kerry-A Yao (Loungnamtha)","N390 Approval No.：20240625195700013928",Admin,"2024-06-26 16:06:31"
679,,DO670626-00005,867528073267298,"LNT - SP mobile","LNT - Aping mobile ຫຼວງນ້ຳທາ","352032221 - LNT - SP mobile","352026838 - LNT - Aping mobile","Kerry-A Yao (Loungnamtha)","N390 Approval No.：202406252133000437281",Admin,"2024-06-26 16:06:42"
680,IN670505-00046,DO670626-00006,860306074481532,"LNT - Jumbo mobile","LNT - Aqing mobile","352032136 - LNT - Jumbo mobile","352032043 - LNT - Aqing mobile","Kerry-A Yao (Loungnamtha)","N2558 Approval No.：202406261020000358669",Admin,"2024-06-26 16:06:45"
681,IN670515-00003,DO670626-00007,860306074478652,"PSL - LV Mobile2","PSL - JW Mobile4","352026986 - PSL - LV mobile","352026915 - PSL - JW mobile Agent Shop","Kerry-JW (Phonsaly)","N2681 Approval No.：202406261106000479912",Admin,"2024-06-26 16:06:54"
